model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,basis,interaction_term,n_features,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target
li1_enet_additive_cs_joint_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,23.863996568383563,5.895224335038992,4.0480217905440785,5.165233863522485e-05,12.30956919092305,35.418423945844076,2266,2266,0,5,additive_cs,,36,full,standard,original,none,fixed504,union,raw
li1_enet_additive_cs_joint_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,15.957028521436017,6.67442764806429,2.3907710687468247,0.016813032822328548,2.8753907138116297,29.038666329060405,2266,2266,0,5,additive_cs,,36,full,standard,original,none,fixed504,union,raw
li1_ols_additive_cst_full_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06522397879033603,0.0030668518241922862,21.267404664232192,2.2752568493669083e-100,0.05921305966899819,0.07123489791167388,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ols_additive_cst_full_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,25.537209240740644,5.26461535849351,4.850726501707471,1.2301007000337956e-06,15.21875274563694,35.85566573584435,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ols_additive_cst_full_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,7.208802397592601,6.129989682632387,1.1759893198542777,0.23959914392158943,-4.805756605968995,19.223361401154197,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ridge_additive_cst_full_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06830800671690164,0.003446935833294259,19.81702300840896,2.1230199803767407e-87,0.06155213662662433,0.07506387680717895,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ridge_additive_cst_full_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,23.103203879495393,5.64406562813879,4.093362019802381,4.251631223990105e-05,12.041038521962927,34.16536923702786,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ridge_additive_cst_full_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,11.41668688330887,6.807321771988948,1.677118735636492,0.09351926579169582,-1.9254186209648498,24.758792387582588,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_enet_additive_cst_full_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06948750280678356,0.0035495539409016856,19.576404236621293,2.4576917695425112e-85,0.06253050492143404,0.07644450069213309,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_enet_additive_cst_full_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,23.48435477838535,5.8675514741034345,4.002411377562525,6.270015664890051e-05,11.984165211707714,34.984544345062986,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_enet_additive_cst_full_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,10.773379297291493,6.875220551350032,1.5669867194552778,0.11711779587271715,-2.701805369124182,24.24856396370717,2266,2266,0,5,additive_cst_full,,422,full,standard,original,none,fixed504,union,raw
li1_ols_c_squares_joint_raw_fixed504_union,ols,characteristics,504,rank_ic,0.06711936901038335,0.0031134215831147465,21.55807275648016,4.447455557982255e-103,0.06101717483878876,0.07322156318197792,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ols_c_squares_joint_raw_fixed504_union,ols,characteristics,504,ew_spread_bp,25.761761011721994,5.5216809159604106,4.665564961795902,3.0777024078805358e-06,14.939465282317453,36.58405674112653,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ols_c_squares_joint_raw_fixed504_union,ols,characteristics,504,cap_spread_bp,20.382948965236505,6.761848335813024,3.0144049308650636,0.002574838935427848,7.129969758120877,33.63592817235213,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_squares_joint_raw_fixed504_union,ridge,characteristics,504,rank_ic,0.06717349918919997,0.0032320473512043243,20.783575204790797,6.094663851064439e-96,0.06083880278451142,0.07350819559388853,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_squares_joint_raw_fixed504_union,ridge,characteristics,504,ew_spread_bp,20.45972960613231,5.685579082308349,3.5985304768332664,0.00032002035323349336,9.316199373553655,31.603259838710965,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_squares_joint_raw_fixed504_union,ridge,characteristics,504,cap_spread_bp,15.367334233332732,7.1888254605735815,2.137669681593105,0.03254356186521751,1.2774952394639456,29.45717322720152,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_squares_joint_raw_fixed504_union,enet,characteristics,504,rank_ic,0.06720002392859549,0.003307266458224957,20.318902264882045,8.751134351513815e-92,0.060717900783197234,0.07368214707399375,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_squares_joint_raw_fixed504_union,enet,characteristics,504,ew_spread_bp,21.131308241109675,5.677449390670088,3.7219721017390923,0.0001976728673403171,10.003711911347429,32.25890457087192,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_squares_joint_raw_fixed504_union,enet,characteristics,504,cap_spread_bp,18.775810328399896,6.808353976392641,2.7577605972755443,0.005819880365474917,5.431681740670253,32.11993891612954,2266,2266,0,5,c_squares,,51,explicit,standard,original,none,fixed504,union,raw
li1_ols_c_quadratic_joint_raw_fixed504_union,ols,characteristics,504,rank_ic,0.06937555161264468,0.0028644923982354856,24.219143208541837,1.3984937630811765e-129,0.06376124967811436,0.074989853547175,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ols_c_quadratic_joint_raw_fixed504_union,ols,characteristics,504,ew_spread_bp,35.18012794163985,5.184958243322391,6.7850359232782,1.1605762960335944e-11,25.0177965233839,45.342459359895805,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ols_c_quadratic_joint_raw_fixed504_union,ols,characteristics,504,cap_spread_bp,29.695534957106837,6.247270642417821,4.7533613728016855,2.000622949921931e-06,17.4511094962935,41.939960417920176,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_quadratic_joint_raw_fixed504_union,ridge,characteristics,504,rank_ic,0.06909829016418956,0.0029570659489784267,23.36717927716859,9.219452590532011e-121,0.06330254740428208,0.07489403292409703,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_quadratic_joint_raw_fixed504_union,ridge,characteristics,504,ew_spread_bp,32.3570367474555,5.403354073434216,5.988324345898418,2.120139432606357e-09,21.766657367806644,42.94741612710436,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ridge_c_quadratic_joint_raw_fixed504_union,ridge,characteristics,504,cap_spread_bp,32.17554653650329,6.752252908880967,4.765157195783364,1.8870647206872199e-06,18.94137402059078,45.4097190524158,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_quadratic_joint_raw_fixed504_union,enet,characteristics,504,rank_ic,0.0691524508091469,0.0031324137251820716,22.076410358317982,5.327598024130882e-108,0.0630130327231111,0.07529186889518272,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_quadratic_joint_raw_fixed504_union,enet,characteristics,504,ew_spread_bp,29.129098731037256,5.458487777672672,5.336477778733251,9.476948039786232e-08,18.43065927674674,39.82753818532777,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_enet_c_quadratic_joint_raw_fixed504_union,enet,characteristics,504,cap_spread_bp,30.534056933042038,6.473389216907599,4.716857879222108,2.3951487579523665e-06,17.8464472099932,43.221666656090875,2266,2266,0,5,c_quadratic,,187,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_joint_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.07009382124057181,0.002860740073046668,24.501988803870034,1.4067754044939977e-132,0.06448687372826986,0.07570076875287376,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_joint_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,36.88195403896937,5.177811783586738,7.123077388769191,1.0554351805875386e-12,26.733629424412264,47.03027865352647,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_joint_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,28.64576073685803,6.160784470435734,4.6496936996129,3.3242835112213095e-06,16.57084505829032,40.72067641542574,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_joint_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07009731244973678,0.0029643989818835506,23.64638258146939,1.2859269836106191e-123,0.06428719720943782,0.07590742769003575,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_joint_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,33.38236924273174,5.386143018458813,6.197824515302928,5.724891724290703e-10,22.82572291097061,43.93901557449287,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_joint_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,32.46641370489466,6.6978538358069075,4.847286086078549,1.2516187383677514e-06,19.33886141299967,45.593965996789656,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_joint_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.07002093859342409,0.0031381631521858033,22.31271453960349,2.780966471292096e-110,0.06387025183752923,0.07617162534931896,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_joint_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,30.463601086008968,5.493409637921052,5.545481421177565,2.9314646342347174e-08,19.696716043358485,41.23048612865945,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_joint_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,30.66263910318639,6.5586409909566035,4.675151322578205,2.93736948165196e-06,17.807938973383358,43.51733923298942,2266,2266,0,5,cq_s,,189,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_squares_joint_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.07025617423256916,0.002845358298864693,24.691503442853435,1.3196244934446328e-134,0.06467937444368221,0.07583297402145611,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_squares_joint_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,37.17014207592612,5.153321915062595,7.212850795771534,5.47924429737645e-13,27.069816721662455,47.27046743018979,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ols_cq_s_squares_joint_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,29.612494741075437,6.044114844325984,4.899393129313992,9.613312263506066e-07,17.766247327772593,41.458742154378285,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_squares_joint_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07028094797535887,0.002948850881131832,23.833334003102777,1.5077258188316104e-125,0.06450130645256127,0.07606058949815647,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_squares_joint_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,34.53947587753891,5.346746856727026,6.459904836168364,1.0476884454462515e-10,24.0600446039012,45.01890715117662,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cq_s_squares_joint_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,32.789536126683046,6.483020257176827,5.0577562348944385,4.2421821446569035e-07,20.083049911572864,45.49602234179323,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_squares_joint_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.0701167857467372,0.003144189058402921,22.30043564312661,3.6592086762913845e-110,0.06395428843168258,0.07627928306179182,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_squares_joint_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,30.67371041956531,5.495550699109785,5.58155353284869,2.383796576788956e-08,19.902628974096217,41.444791865034404,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_enet_cq_s_squares_joint_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,32.772703324669145,6.576730730175533,4.983129866378829,6.256392951326668e-07,19.88254795750729,45.662858691831005,2266,2266,0,5,cq_s_squares,,191,explicit,standard,original,none,fixed504,union,raw
li1_ols_cs_joint_joint_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.07016785025141577,0.0028060846733407906,25.005606893493084,5.3125418450749865e-138,0.06466802535409798,0.07566767514873356,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ols_cs_joint_joint_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,39.22271803325394,5.0923046693420755,7.702351013950921,1.3358532710369029e-14,29.241984283038324,49.20345178346956,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ols_cs_joint_joint_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,28.535480624016955,6.227571910226647,4.582119810958302,4.602860366492605e-06,16.32966396883942,40.74129727919449,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cs_joint_joint_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07020181007785936,0.0029162134470347074,24.07293270979278,4.803042707754291e-128,0.06448613675043993,0.07591748340527879,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cs_joint_joint_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,36.9705322008051,5.328576749272544,6.938162654005557,3.9723221492843084e-12,26.526713683373398,47.414350718236804,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ridge_cs_joint_joint_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,33.680903428039464,6.6428132796199755,5.070277006185291,3.9723710480706544e-07,20.661228643959912,46.70057821211901,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_enet_cs_joint_joint_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.0703171315168307,0.003153941040826537,22.29500507669701,4.1312447139126666e-110,0.0641355206674479,0.07649874236621348,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_enet_cs_joint_joint_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,32.19575324620172,5.49820514081111,5.855684249979097,4.750500201047071e-09,21.419469190598967,42.97203730180447,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_enet_cs_joint_joint_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,29.782945425890137,6.543694724182419,4.551395913355551,5.329116006850322e-06,16.957539440667833,42.60835141111244,2266,2266,0,5,cs_joint,,226,explicit,standard,original,none,fixed504,union,raw
li1_ols_text_main_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.0701168582953331,0.002795961930234542,25.077901647055427,8.665851738605777e-139,0.0646368736099283,0.07559684298073789,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_text_main_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,40.07785103139275,5.080682974786457,7.888280223403869,3.063791990621202e-15,30.11989538394547,50.035806678840025,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_text_main_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,30.987031801871506,6.1962764458835915,5.00091176894751,5.705982250960162e-07,18.842553129685818,43.131510474057194,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_main_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06999336429118812,0.0029069267441736465,24.078131460132536,4.237068919604389e-128,0.0642958925669115,0.07569083601546474,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_main_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,36.52671197599209,5.278475655625355,6.9199356706448,4.518487835635953e-12,26.18108979769495,46.872334154289234,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_main_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,35.14796419154835,6.519551246968724,5.391163112321642,7.000309606383326e-08,22.36987855212645,47.92604983097024,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_main_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.07011593154560909,0.00315558221695083,22.219649727067033,2.2179302763588023e-109,0.0639311040501304,0.07630075904108778,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_main_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,32.18151453086129,5.495567072609491,5.855904241667341,4.744215326301922e-09,21.410400993922472,42.95262806780011,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_main_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,30.336905240797453,6.598497796065943,4.597547226413331,4.274937479797151e-06,17.404087208441283,43.26972327315362,2266,2266,0,5,text_main,,244,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_text_squares_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06977144058959119,0.002785519012330181,25.04791397249341,1.8396515183803592e-138,0.06431192364717245,0.07523095753200992,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_text_squares_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,40.29889091666277,5.088466024451242,7.9196541203218,2.3817218056924456e-15,30.325680772182626,50.27210106114292,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_text_squares_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,29.742924919317982,6.213960564295252,4.786468245424284,1.6974178098268841e-06,17.563786011947098,41.92206382668887,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_squares_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06969249735987636,0.0029204340526099506,23.863746314556618,7.290903790550074e-126,0.0639685517975365,0.07541644292221622,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_squares_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,36.19681141278622,5.305247756688726,6.822831481743744,8.926334704885134e-12,25.7987168806144,46.594905944958036,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_text_squares_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,34.752585129408075,6.365317542346784,5.459678154028965,4.76998482483513e-08,22.27679199624737,47.22837826256878,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_squares_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06985870255092345,0.0031659654657207486,22.065528922318727,6.777141088304833e-108,0.06365352426181321,0.0760638808400337,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_squares_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,31.866624965582353,5.50529535098582,5.788358831624914,7.107744687213044e-09,21.07644435339435,42.656805577770356,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_text_squares_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,31.595111156374493,6.608232055430209,4.781174585176941,1.7427392863915044e-06,18.64321432624819,44.547007986500795,2266,2266,0,5,text_squares,,262,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_agreement_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06929433555704353,0.002760802399891088,25.099346320394808,5.0557226848056126e-139,0.06388326228482526,0.07470540882926181,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_agreement_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,41.29014577777924,5.051150467804324,8.17440423542314,2.973313786936652e-16,31.390072780390117,51.19021877516836,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ols_agreement_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,28.45602444997982,5.903736240893205,4.820002670999165,1.4355629936249792e-06,16.884914043605256,40.02713485635439,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_agreement_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.07013294646803238,0.003040559274330298,23.06580472221828,1.0209859141987133e-117,0.06417355979748575,0.07609233313857901,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_agreement_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,34.6601314266047,5.408223788195686,6.408782769355067,1.466860180586597e-10,24.060207581408378,45.26005527180102,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_ridge_agreement_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,30.04733861807471,6.579441628452205,4.5668523736326945,4.9510243195544105e-06,17.151869987924826,42.9428072482246,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06979588471089179,0.003143021328849761,22.20662140286357,2.964055836921057e-109,0.06363567610370503,0.07595609331807855,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,32.566123354154996,5.461456940646483,5.96290032276627,2.4779959750130143e-09,21.86186444737158,43.27038226093841,2266,2266,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw
