family,comparison,model_id,benchmark_id,metric,family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,observed_family_size,target,year
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,8.393227714066081e-06,2.8196125956137687e-05,0.2976730820085962,0.7659526900154188,-4.687016366351878e-05,6.365661909165095e-05,252,252,0,5,56,raw,2014
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,8.393227714066081e-06,2.291604117794787e-05,0.3662599333318921,0.7141711240477827,-3.652138766294858e-05,5.3307843091080744e-05,252,252,0,21,56,raw,2014
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,8.393227714066081e-06,1.7647456168175278e-05,0.47560552830283237,0.6343554361412782,-2.619515079430669e-05,4.298160622243885e-05,252,252,0,63,56,raw,2014
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007883231975445378,0.0016172117282880578,-0.48745824913045743,0.6259336232061194,-0.003957999940364907,0.0023813535452758315,252,252,0,5,56,raw,2014
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007883231975445378,0.0019445853958681549,-0.40539397201046706,0.6851879411924718,-0.004599640538308685,0.0030229941432196096,252,252,0,21,56,raw,2014
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007883231975445378,0.0013146510895154816,-0.5996444256818564,0.5487432329972453,-0.003364991985231224,0.001788345590142149,252,252,0,63,56,raw,2014
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007671418269318827,0.0016177985679622416,-0.47418871676846935,0.6353653387434122,-0.0039379687543783515,0.002403685100514586,252,252,0,5,56,raw,2014
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007671418269318827,0.0019459802752987182,-0.3942187064635701,0.6934195759084683,-0.00458119308114271,0.0030469094272789444,252,252,0,21,56,raw,2014
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.0007671418269318827,0.0013080791286666736,-0.5864643889806813,0.5575634855497529,-0.0033309298080470983,0.001796646154183333,252,252,0,63,56,raw,2014
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,-0.009033714313510915,0.004635869452584059,-1.9486558898839297,0.051336532821194145,-0.018119851477605087,5.242285058325649e-05,252,252,0,5,40,raw,2014
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,-0.009033714313510915,0.004651007331454385,-1.9423134967809315,0.05209916009142578,-0.018149521174993258,8.20925479714258e-05,252,252,0,21,40,raw,2014
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,0.4831079381222177,-0.009033714313510915,0.003409090350557029,-2.649889966112177,0.008051798968703628,-0.01571540862064572,-0.0023520200063761104,252,252,0,63,40,raw,2014
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.0007165421492154358,0.0028015695533079115,-0.2557645404053558,0.798132656026951,-0.006207517573882909,0.004774433275452038,252,252,0,5,40,raw,2014
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.0007165421492154358,0.0030332965173650614,-0.23622555365535963,0.8132576516025714,-0.006661694077681731,0.0052286097792508595,252,252,0,21,40,raw,2014
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.0007165421492154358,0.003295404970806166,-0.21743675073723814,0.827867993283289,-0.007175417206469789,0.005742332908038918,252,252,0,63,40,raw,2014
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.8282811622480555,0.008325565392009543,0.0032261085022789585,2.580683627388314,0.009860490026762566,0.0020025089173243294,0.014648621866694756,252,252,0,5,56,raw,2014
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.8213766209600942,0.008325565392009543,0.0032225012439092812,2.583572437014681,0.009778293106667788,0.0020095790138118276,0.014641551770207258,252,252,0,21,56,raw,2014
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.026695657237973902,0.008325565392009543,0.002312440811681967,3.600336644272376,0.0003178054433092131,0.003793264684732318,0.012857866099286769,252,252,0,63,56,raw,2014
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.005273481640282045,0.003975242982846677,-1.3265809569471143,0.18464733863580085,-0.013064814716457106,0.0025178514358930168,252,252,0,5,40,raw,2014
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.005273481640282045,0.004436356557994515,-1.1886965286365436,0.23455910712759365,-0.013968580716529375,0.003421617435965284,252,252,0,21,40,raw,2014
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.005273481640282045,0.0045323581900505805,-1.1635182876451329,0.24461928273360345,-0.014156740457816328,0.003609777177252238,252,252,0,63,40,raw,2014
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029719094756843326,0.001992403249155893,1.4916204723834996,0.13579866817424094,-0.000933129135341802,0.006876948086710468,252,252,0,5,56,raw,2014
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029719094756843326,0.0023505748865063334,1.2643330330570708,0.2061105179237699,-0.0016351326448324059,0.007578951596201072,252,252,0,21,56,raw,2014
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029719094756843326,0.0028115765332306646,1.0570259925556558,0.29049972495155285,-0.0025386792692257527,0.008482498220594418,252,252,0,63,56,raw,2014
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.005299104114708771,0.003976732472195687,-1.3325271819914397,0.1826870154733916,-0.01309335653636325,0.0024951483069457076,252,252,0,5,40,raw,2014
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.005299104114708771,0.004440644295929123,-1.1933187532193525,0.23274456072570904,-0.014002607002883078,0.003404398773465536,252,252,0,21,40,raw,2014
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.005299104114708771,0.004530375074886741,-1.1696833103473774,0.24212843694753172,-0.014178476097944733,0.003580267868527191,252,252,0,63,40,raw,2014
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029674683718702616,0.001992245528230816,1.4895093650959166,0.1363532890953868,-0.0009372611118231133,0.0068721978555636365,252,252,0,5,56,raw,2014
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029674683718702616,0.002347569860323292,1.2640596652836569,0.2062086123441934,-0.0016336840055551157,0.007568620749295639,252,252,0,21,56,raw,2014
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0029674683718702616,0.002809577812381392,1.0561972545458858,0.29087810483087384,-0.0025392029521600994,0.008474139695900622,252,252,0,63,56,raw,2014
feature,versus_core,ols_textcore_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.003996427862701603,0.004188764091649985,0.9540828213907318,0.34004172093547524,-0.004213398896667001,0.012206254622070208,252,252,0,5,40,raw,2014
feature,versus_core,ols_textcore_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.003996427862701603,0.0033126158376712146,1.2064266001671693,0.22765304470364622,-0.00249617987375096,0.010489035599154166,252,252,0,21,40,raw,2014
feature,versus_core,ols_textcore_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.003996427862701603,0.002903882339266297,1.3762361541519454,0.16874853220180086,-0.0016950769376022608,0.009687932663005466,252,252,0,63,40,raw,2014
feature,versus_core,ridge_textcore_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,0.008641206996226372,0.004397518416464116,1.9650189442923245,0.049412044962176015,2.2229278605094202e-05,0.017260184713847652,252,252,0,5,40,raw,2014
feature,versus_core,ridge_textcore_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,0.5044489648016846,0.008641206996226372,0.0032790817911435522,2.63525204511987,0.008407482746694743,0.002214324783223918,0.015068089209228827,252,252,0,21,40,raw,2014
feature,versus_core,ridge_textcore_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,0.08766369692680578,0.008641206996226372,0.0027153895751846975,3.1823083785826967,0.001461061615446763,0.0033191412248688478,0.013963272767583898,252,252,0,63,40,raw,2014
estimator,versus_ols,ridge_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.004653172361238834,0.0030503035086291994,1.5254784804447084,0.1271397970254036,-0.0013253126575905588,0.010631657380068226,252,252,0,5,56,raw,2014
estimator,versus_ols,ridge_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.004653172361238834,0.0021956334259512415,2.1192847158550077,0.03406641254460427,0.00034980992312210867,0.00895653479935556,252,252,0,21,56,raw,2014
estimator,versus_ols,ridge_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,0.7006352665119983,0.004653172361238834,0.001763935231801413,2.6379496692102444,0.00834089602990474,0.0011959228358467524,0.008110421886630914,252,252,0,63,56,raw,2014
feature,versus_core,lasso_textcore_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,0.00713779535762419,0.004096919964149402,1.7422345127765102,0.08146741717625978,-0.0008920202196517667,0.015167610934900148,252,252,0,5,40,raw,2014
feature,versus_core,lasso_textcore_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,0.9023047653833908,0.00713779535762419,0.0029356094117836268,2.4314526752002017,0.015038412756389846,0.001384106637851469,0.012891484077396912,252,252,0,21,40,raw,2014
feature,versus_core,lasso_textcore_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,0.06793879501765038,0.00713779535762419,0.002192599202233102,3.2554036097224435,0.001132313250294173,0.002840379888716056,0.011435210826532325,252,252,0,63,40,raw,2014
estimator,versus_ols,lasso_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.0023530442973780474,0.00166786587151518,1.4108114672557057,0.1583002123331253,-0.0009159127418352148,0.00562200133659131,252,252,0,5,56,raw,2014
estimator,versus_ols,lasso_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.0023530442973780474,0.0014780843685175628,1.5919553359041483,0.11139474058739626,-0.0005439478310280046,0.005250036425784099,252,252,0,21,56,raw,2014
estimator,versus_ols,lasso_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.0023530442973780474,0.0013733255596539518,1.7133914684956155,0.08664054479293543,-0.0003386243385920117,0.005044712933348107,252,252,0,63,56,raw,2014
feature,versus_core,enet_textcore_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,0.007124328798102968,0.004101245635660444,1.7371134116320008,0.0823671545165025,-0.0009139649395435833,0.01516262253574952,252,252,0,5,40,raw,2014
feature,versus_core,enet_textcore_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,0.9268803432716939,0.007124328798102968,0.002941868286116895,2.4217021651593695,0.015448005721194898,0.0013583729100532784,0.012890284686152657,252,252,0,21,40,raw,2014
feature,versus_core,enet_textcore_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,0.07209974325742796,0.007124328798102968,0.002199895405153083,3.2384852395322,0.0012016623876237994,0.002812613034247776,0.01143604456195816,252,252,0,63,40,raw,2014
estimator,versus_ols,enet_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.002360759108469481,0.0016709849651643444,1.4127949429139812,0.15771602562759168,-0.0009143112419605511,0.005635829458899512,252,252,0,5,56,raw,2014
estimator,versus_ols,enet_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.002360759108469481,0.0014781194014935955,1.5971369471803187,0.11023518393091296,-0.0005363016833078663,0.005257819900246828,252,252,0,21,56,raw,2014
estimator,versus_ols,enet_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,84,1.0,0.002360759108469481,0.0013735374199840894,1.718743933817855,0.08566100845696965,-0.00033132476611740045,0.005052842983056362,252,252,0,63,56,raw,2014
feature,versus_core,ols_textall_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.0025568638747883394,0.00416210425162758,0.6143199978204498,0.5390038903117921,-0.005600710558302752,0.01071443830787943,252,252,0,5,40,raw,2014
feature,versus_core,ols_textall_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.0025568638747883394,0.0032576480210156334,0.7848803364554986,0.4325237320172307,-0.0038280089207104835,0.008941736670287161,252,252,0,21,40,raw,2014
feature,versus_core,ols_textall_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,0.0025568638747883394,0.0025201900626374792,1.014552002523365,0.31031942878095753,-0.002382617882176863,0.007496345631753542,252,252,0,63,40,raw,2014
feature,text_given_all,ols_textall_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,60,0.16182505228374894,0.011590578188299252,0.0038631319052506827,3.0003060916831745,0.0026970842047291488,0.0040189787864803135,0.01916217759011819,252,252,0,5,40,raw,2014
feature,text_given_all,ols_textall_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,60,0.29857323174112366,0.011590578188299252,0.0041268624214228404,2.808569078564801,0.004976220529018727,0.0035020764731587255,0.019679079903439776,252,252,0,21,40,raw,2014
feature,text_given_all,ols_textall_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,60,0.3033833573128295,0.011590578188299252,0.004134443394669226,2.803419247012463,0.005056389288547158,0.003487218038628049,0.019693938337970455,252,252,0,63,40,raw,2014
feature,versus_core,ridge_textall_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,0.1415827906049501,0.011886214208306635,0.003908944367753517,3.0407734390800965,0.0023597131767491685,0.00422482402993905,0.01954760438667422,252,252,0,5,40,raw,2014
feature,versus_core,ridge_textall_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,0.014085711456487928,0.011886214208306635,0.0032314119057653117,3.6783345964344223,0.00023476185760813213,0.005552763253792685,0.018219665162820586,252,252,0,21,40,raw,2014
feature,versus_core,ridge_textall_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.2679613747416035e-05,0.011886214208306635,0.0022906173441511815,5.1890876661074214,2.1132689579026725e-07,0.007396686711407529,0.01637574170520574,252,252,0,63,40,raw,2014
feature,text_given_all,ridge_textall_raw_fit504_val126,ridge_all_raw_fit504_val126,rank_ic,60,0.08336446466835272,0.012602756357522072,0.00394225127020602,3.196842487633585,0.0013894077444725453,0.004876085849910993,0.02032942686513315,252,252,0,5,40,raw,2014
feature,text_given_all,ridge_textall_raw_fit504_val126,ridge_all_raw_fit504_val126,rank_ic,60,0.037270351987783536,0.012602756357522072,0.0036826505833007996,3.422197157305672,0.0006211725331297256,0.005384893846607083,0.019820618868437063,252,252,0,21,40,raw,2014
feature,text_given_all,ridge_textall_raw_fit504_val126,ridge_all_raw_fit504_val126,rank_ic,60,0.09221892332431326,0.012602756357522072,0.003978634135187932,3.1676087645406925,0.001536982055405221,0.004804776744892061,0.020400735970152083,252,252,0,63,40,raw,2014
estimator,versus_ols,ridge_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,0.49514197208923616,0.009337743561232363,0.0033911155645722298,2.75359048768079,0.005894547286776621,0.0026912791872575814,0.015984207935207145,252,252,0,5,56,raw,2014
estimator,versus_ols,ridge_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,0.011851030995209,0.009337743561232363,0.0024532591018024508,3.806260640945657,0.00014108370232391668,0.004529444076954478,0.014146043045510249,252,252,0,21,56,raw,2014
estimator,versus_ols,ridge_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,0.0019882307582013026,0.009337743561232363,0.0022090047608381855,4.227126951817545,2.3669413788110747e-05,0.0050081737883120045,0.013667313334152723,252,252,0,63,56,raw,2014
feature,versus_core,lasso_textall_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,0.008625039627124487,0.003751359943837804,2.2991767668928875,0.021494903731015404,0.0012725092441561916,0.015977570010092784,252,252,0,5,40,raw,2014
feature,versus_core,lasso_textall_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,0.28291776227982657,0.008625039627124487,0.003052175550889128,2.8258661676953443,0.00471529603799711,0.002642885472888097,0.014607193781360876,252,252,0,21,40,raw,2014
feature,versus_core,lasso_textall_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,0.199580256613683,0.008625039627124487,0.0029378326160882503,2.935851273449609,0.00332633761022805,0.0028669935069844292,0.014383085747264546,252,252,0,63,40,raw,2014
feature,text_given_all,lasso_textall_raw_fit504_val126,lasso_all_raw_fit504_val126,rank_ic,60,0.10609575828055004,0.013898521267406531,0.004445217533984164,3.1266234241970947,0.0017682626380091672,0.005186054997351617,0.022610987537461446,252,252,0,5,40,raw,2014
feature,text_given_all,lasso_textall_raw_fit504_val126,lasso_all_raw_fit504_val126,rank_ic,60,0.06401364981311584,0.013898521267406531,0.0042473699555019276,3.2722652872285742,0.0010668941635519308,0.005573829125605261,0.0222232134092078,252,252,0,21,40,raw,2014
feature,text_given_all,lasso_textall_raw_fit504_val126,lasso_all_raw_fit504_val126,rank_ic,60,0.0025913293086480904,0.013898521267406531,0.0033984014220710228,4.08972323785594,4.3188821810801506e-05,0.007237776875137623,0.02055926565967544,252,252,0,63,40,raw,2014
estimator,versus_ols,lasso_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.00527985255479161,0.0028134349442155873,1.8766570613786429,0.06056511125031374,-0.00023437860871739716,0.010794083718300616,252,252,0,5,56,raw,2014
estimator,versus_ols,lasso_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.00527985255479161,0.002788378645005738,1.8935206537492133,0.05828866422717774,-0.00018526916468023305,0.010744974274263453,252,252,0,21,56,raw,2014
estimator,versus_ols,lasso_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.00527985255479161,0.0034424844822719108,1.5337331459246275,0.1250953158930738,-0.0014672930477993493,0.01202699815738257,252,252,0,63,56,raw,2014
feature,versus_core,enet_textall_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,0.008435270227831752,0.003675298100637262,2.295125455638321,0.021725935639397027,0.0012318183181342507,0.015638722137529253,252,252,0,5,40,raw,2014
feature,versus_core,enet_textall_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,0.2899349362972523,0.008435270227831752,0.002993344203370229,2.818008773710159,0.004832248938287539,0.0025684233958943644,0.014302117059769139,252,252,0,21,40,raw,2014
feature,versus_core,enet_textall_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,0.18159694927963446,0.008435270227831752,0.0028449269814589517,2.965021697500977,0.003026615821327241,0.002859315805525956,0.014011224650137547,252,252,0,63,40,raw,2014
feature,text_given_all,enet_textall_raw_fit504_val126,enet_all_raw_fit504_val126,rank_ic,60,0.11131679198049363,0.013734374342540519,0.004412690932384872,3.1124714041818637,0.0018552798663415604,0.0050856590401596995,0.02238308964492134,252,252,0,5,40,raw,2014
feature,text_given_all,enet_textall_raw_fit504_val126,enet_all_raw_fit504_val126,rank_ic,60,0.08076300605124202,0.013734374342540519,0.004283991043304833,3.2059764373235717,0.0013460501008540338,0.005337906187570875,0.022130842497510163,252,252,0,21,40,raw,2014
feature,text_given_all,enet_textall_raw_fit504_val126,enet_all_raw_fit504_val126,rank_ic,60,0.0055465335848007054,0.013734374342540519,0.0035129710045091124,3.9096179060150544,9.244222641334508e-05,0.006849077694969163,0.020619670990111874,252,252,0,63,40,raw,2014
estimator,versus_ols,enet_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.005111264526111532,0.002721107628453309,1.8783764642991354,0.06032968287431352,-0.0002220084237141524,0.010444537475937217,252,252,0,5,56,raw,2014
estimator,versus_ols,enet_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.005111264526111532,0.002771409402103177,1.8442834617767687,0.06514184042391084,-0.00032059808842638,0.010543127140649443,252,252,0,21,56,raw,2014
estimator,versus_ols,enet_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,84,1.0,0.005111264526111532,0.003413112280090255,1.497537762214014,0.13425338740180462,-0.0015783126180567535,0.011800841670279817,252,252,0,63,56,raw,2014
history,versus_fit504,ols_core_raw_fit252_val126,ols_core_raw_fit504_val126,rank_ic,40,1.0,0.005088835177300249,0.003177895241893819,1.601322507493241,0.10930550640112945,-0.0011397250434528388,0.011317395398053338,252,252,0,5,20,raw,2014
history,versus_fit504,ols_core_raw_fit252_val126,ols_core_raw_fit504_val126,rank_ic,40,1.0,0.005088835177300249,0.00342495765484207,1.4858096625241057,0.13732947362339312,-0.0016239584747649739,0.011801628829365472,252,252,0,21,20,raw,2014
history,versus_fit504,ols_core_raw_fit252_val126,ols_core_raw_fit504_val126,rank_ic,40,1.0,0.005088835177300249,0.003080641205943352,1.6518753198141258,0.09855997022019014,-0.0009491106356387608,0.011126780990239258,252,252,0,63,20,raw,2014
estimator,versus_ols,ridge_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-4.373755038859704e-07,5.4350486873808014e-05,-0.008047315287192866,0.9935792406771394,-0.00010696237231876663,0.0001060876213109947,252,252,0,5,56,raw,2014
estimator,versus_ols,ridge_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-4.373755038859704e-07,4.6945800193031985e-05,-0.009316605576804901,0.9925665317877738,-9.244945310764218e-05,9.157470209987024e-05,252,252,0,21,56,raw,2014
estimator,versus_ols,ridge_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-4.373755038859704e-07,4.3227862309908745e-05,-0.010117907305948706,0.9919272157110944,-8.516242875996354e-05,8.42876777521916e-05,252,252,0,63,56,raw,2014
history,versus_fit504,ridge_core_raw_fit252_val126,ridge_core_raw_fit504_val126,rank_ic,40,1.0,0.005080004574082297,0.0031954281961983524,1.5897727197018705,0.11188604518775376,-0.0011829196056502627,0.011342928753814856,252,252,0,5,20,raw,2014
history,versus_fit504,ridge_core_raw_fit252_val126,ridge_core_raw_fit504_val126,rank_ic,40,1.0,0.005080004574082297,0.0034328990519145743,1.479800162270752,0.13892658536992894,-0.001648353930231966,0.01180836307839656,252,252,0,21,20,raw,2014
history,versus_fit504,ridge_core_raw_fit252_val126,ridge_core_raw_fit504_val126,rank_ic,40,1.0,0.005080004574082297,0.0030937412667383433,1.6420263157423063,0.10058455050268106,-0.0009836168862101804,0.011143626034374774,252,252,0,63,20,raw,2014
estimator,versus_ols,lasso_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.00017744313019970215,0.00046751217272122654,-0.3795476151281091,0.7042812528060207,-0.0010937501510673753,0.000738863890667971,252,252,0,5,56,raw,2014
estimator,versus_ols,lasso_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.00017744313019970215,0.0005391790928274263,-0.32909868457472985,0.7420810984729114,-0.0012342147333584362,0.0008793284729590319,252,252,0,21,56,raw,2014
estimator,versus_ols,lasso_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.00017744313019970215,0.0005740428511423443,-0.30911129691205214,0.7572368660397629,-0.0013025464440213845,0.0009476601836219802,252,252,0,63,56,raw,2014
history,versus_fit504,lasso_core_raw_fit252_val126,lasso_core_raw_fit504_val126,rank_ic,40,0.9562073036182167,0.005699715244645085,0.0025235056156217087,2.258649717029008,0.023905182590455418,0.0007537351232419585,0.010645695366048211,252,252,0,5,20,raw,2014
history,versus_fit504,lasso_core_raw_fit252_val126,lasso_core_raw_fit504_val126,rank_ic,40,1.0,0.005699715244645085,0.0031859354418897283,1.7890240868359577,0.07361093649807891,-0.0005446034785284853,0.011944033967818655,252,252,0,21,20,raw,2014
history,versus_fit504,lasso_core_raw_fit252_val126,lasso_core_raw_fit504_val126,rank_ic,40,1.0,0.005699715244645085,0.0034248115469882744,1.6642420076098274,0.09606407638230828,-0.0010127920412888397,0.012412222530579008,252,252,0,63,20,raw,2014
estimator,versus_ols,enet_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.0001777590854588827,0.00046750824818574506,-0.3802266294738344,0.7037771935799904,-0.001094058414378356,0.0007385402434605906,252,252,0,5,56,raw,2014
estimator,versus_ols,enet_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.0001777590854588827,0.0005391592873899002,-0.3296967883450997,0.7416290807144836,-0.0012344918706733675,0.0008789736997556022,252,252,0,21,56,raw,2014
estimator,versus_ols,enet_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,84,1.0,-0.0001777590854588827,0.0005739876686506732,-0.30969147103239636,0.7567955892620469,-0.0013027542435843126,0.0009472360726665471,252,252,0,63,56,raw,2014
history,versus_fit504,enet_core_raw_fit252_val126,enet_core_raw_fit504_val126,rank_ic,40,0.9800376457504033,0.005678217918773249,0.002524570617365976,2.249181654778842,0.024500941143760082,0.0007301504323078863,0.010626285405238611,252,252,0,5,20,raw,2014
history,versus_fit504,enet_core_raw_fit252_val126,enet_core_raw_fit504_val126,rank_ic,40,1.0,0.005678217918773249,0.0031868897760798176,1.781742801835464,0.07479118358926472,-0.0005679712650421111,0.01192440710258861,252,252,0,21,20,raw,2014
history,versus_fit504,enet_core_raw_fit252_val126,enet_core_raw_fit504_val126,rank_ic,40,1.0,0.005678217918773249,0.0034195161223898284,1.6605325769907062,0.09680735991378205,-0.0010239105256648747,0.012380346363211371,252,252,0,63,20,raw,2014
feature,versus_core,ols_all_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,1.0,-0.010679443367970052,0.004731634402938176,-2.257030543471089,0.02400616630045867,-0.019953276385739557,-0.0014056103502005455,252,252,0,5,40,raw,2014
feature,versus_core,ols_all_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,1.0,-0.010679443367970052,0.004952915367656583,-2.156193388182789,0.031068567618249245,-0.020386979107051915,-0.0009719076288881891,252,252,0,21,40,raw,2014
feature,versus_core,ols_all_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,60,0.3110489132944184,-0.010679443367970052,0.003820413935291408,-2.795362897543054,0.005184148554906973,-0.01816731708717615,-0.0031915696487639558,252,252,0,63,40,raw,2014
history,versus_fit504,ols_all_raw_fit252_val126,ols_all_raw_fit504_val126,rank_ic,40,1.0,0.0034431061228411097,0.0023178449895684535,1.4854773025534214,0.13741743158619382,-0.0010997865784596766,0.007985998824141896,252,252,0,5,20,raw,2014
