model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target
ld2_ols_characteristics_full_raw_select_retain,ols,characteristics,0,ew_spread_bp,22.798446464510814,5.663072484967164,4.025808697492419,5.6779837220385114e-05,11.699028352135427,33.8978645768862,2266,2266,0,5,full,select,retain,raw
ld2_ols_characteristics_full_raw_select_retain,ols,characteristics,0,cap_spread_bp,10.725230989054134,6.559552586847243,1.635055264372698,0.10203746299021801,-2.1312558358630067,23.581717813971274,2266,2266,0,5,full,select,retain,raw
ld2_ols_characteristics_full_raw_select_recent,ols,characteristics,0,rank_ic,0.06854049040698353,0.003471227057269555,19.745320394251895,8.800493647770303e-87,0.061737010392574246,0.0753439704213928,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_full_raw_select_recent,ols,characteristics,0,ew_spread_bp,24.294815335502793,5.660335229888446,4.292115987621743,1.7697845410770035e-05,13.200762144498192,35.388868526507395,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_full_raw_select_recent,ols,characteristics,0,cap_spread_bp,14.58286974706698,6.483588455361789,2.249197315262547,0.024499945212902934,1.8752698839781932,27.290469610155768,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_full_raw_select_union,ols,characteristics,0,rank_ic,0.06871222139229934,0.0034774979355835065,19.759097680318185,6.6991590687386685e-87,0.061896450682243274,0.07552799210235539,2266,2266,0,5,full,select,union,raw
ld2_ols_characteristics_full_raw_select_union,ols,characteristics,0,ew_spread_bp,23.885642474573302,5.680617281091559,4.204761787786477,2.6135727476005393e-05,12.751837193678002,35.019447755468605,2266,2266,0,5,full,select,union,raw
ld2_ols_characteristics_full_raw_select_union,ols,characteristics,0,cap_spread_bp,11.766161062085878,6.7384999174109526,1.7461098473392338,0.0807918660066674,-1.4410560858657178,24.973378210037474,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_full_raw_fixed504_retain,ridge,characteristics,504,rank_ic,0.06896526675961913,0.0036198629632726263,19.05189988111301,6.336037181368484e-81,0.06187046572263435,0.07606006779660392,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_full_raw_fixed504_retain,ridge,characteristics,504,ew_spread_bp,19.87269873517749,5.9004039857060375,3.3680234070954955,0.0007570916809741816,8.308119428957069,31.43727804139791,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_full_raw_fixed504_retain,ridge,characteristics,504,cap_spread_bp,14.689560892853283,6.461031819938119,2.273562691259733,0.02299229279398746,2.026171222807289,27.352950562899277,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_full_raw_fixed504_recent,ridge,characteristics,504,rank_ic,0.06904060798459288,0.003607924653188622,19.13582311747447,1.2705671208822648e-81,0.06196920560540902,0.07611201036377675,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_full_raw_fixed504_recent,ridge,characteristics,504,ew_spread_bp,19.6720165592906,5.852173946650533,3.36148869439361,0.0007752353018805877,8.20196639259193,31.142066725989274,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_full_raw_fixed504_recent,ridge,characteristics,504,cap_spread_bp,14.989984597870214,6.548429703112337,2.2890960546993084,0.022073772010674602,2.155298224477715,27.824670971262712,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_full_raw_fixed504_union,ridge,characteristics,504,rank_ic,0.06938038349030148,0.0036371520342943706,19.075469718098187,4.037783562194339e-81,0.062251696496787925,0.07650907048381504,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_full_raw_fixed504_union,ridge,characteristics,504,ew_spread_bp,20.219063338648112,5.926510330334248,3.4116304893891547,0.00064575585062605,8.603316537188407,31.83481014010782,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_full_raw_fixed504_union,ridge,characteristics,504,cap_spread_bp,15.59463200417698,6.560406351489811,2.3770832428140025,0.017450149599350068,2.7364718313091316,28.452792177044827,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_full_raw_select_retain,ridge,characteristics,0,rank_ic,0.06920402727515795,0.0036170730616756934,19.13260420653421,1.3515093483195903e-81,0.06211469434482357,0.07629336020549234,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_full_raw_select_retain,ridge,characteristics,0,ew_spread_bp,19.106210700581258,5.894311306966682,3.2414661706108046,0.0011891654721443092,7.553572825259346,30.65884857590317,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_full_raw_select_retain,ridge,characteristics,0,cap_spread_bp,14.545980821276258,6.66166515512341,2.1835352697199304,0.028996414550227008,1.489357040168942,27.602604602383572,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_full_raw_select_recent,ridge,characteristics,0,rank_ic,0.06922172920281354,0.0036100197439720414,19.17488936685152,5.9995954763446e-82,0.062146220521149834,0.07629723788447725,2266,2266,0,5,full,select,recent,raw
ld2_ridge_characteristics_full_raw_select_recent,ridge,characteristics,0,ew_spread_bp,20.6050401218951,5.853985940430221,3.5198308181076357,0.0004318221466903764,9.13143851264803,32.07864173114217,2266,2266,0,5,full,select,recent,raw
ld2_ridge_characteristics_full_raw_select_recent,ridge,characteristics,0,cap_spread_bp,17.285284262245487,6.523540871755606,2.649678234880698,0.008056846243550254,4.49937910192947,30.071189422561503,2266,2266,0,5,full,select,recent,raw
