model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target,subgroup,stock_days
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,cap_spread_bp,49.16747369069155,8.242704522085184,5.964968604534364,2.4468108349498946e-09,33.01206969219915,65.32287768918395,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,rank_ic,0.09140990485188083,0.0025651363925162747,35.63549490723655,3.9530512234095805e-278,0.08638232990711593,0.09643747979664573,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,ew_spread_bp,52.968516061672595,7.627727906788597,6.944206283830756,3.805940299727546e-12,38.018444080495854,67.91858804284934,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,cap_spread_bp,47.31752394816883,8.147452913003605,5.807646199789445,6.335722117970459e-09,31.348809672945812,63.28623822339184,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.09220051179705414,0.0025797966473282046,35.73944942231886,9.649206712054192e-280,0.08714420328085368,0.09725682031325461,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,54.70549176706254,7.710994860613079,7.094479085505844,1.298396081086819e-12,39.59221955528745,69.81876397883762,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,45.62954359735136,8.2896181337007,5.504420452354559,3.7038465017125534e-08,29.38219060970785,61.87689658499487,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,rank_ic,0.08986456242275032,0.0025409066545526177,35.36712466856557,5.469514657944421e-274,0.08488447689174902,0.09484464795375161,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,ew_spread_bp,56.19863260229983,7.631393007237935,7.364138178835591,1.7829494078813915e-13,41.24137715624266,71.155888048357,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,cap_spread_bp,48.92125268075968,8.188758051192096,5.974196865376657,2.312264454823762e-09,32.87158182231077,64.97092353920858,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,rank_ic,0.0899118754786074,0.0025275581992477408,35.57262321610131,3.714162207463309e-277,0.08495795243925292,0.0948657985179619,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,ew_spread_bp,52.339223192989415,7.554962213278918,6.92779417228531,4.274530397495681e-12,37.531769350401724,67.14667703557711,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,cap_spread_bp,44.823820080374375,8.150945514033488,5.499217238441991,3.8148091452934707e-08,28.84826043292042,60.79937972782833,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,rank_ic,0.09084277820963282,0.0025457595360159624,35.68395872604648,7.011203446268247e-279,0.08585318120574215,0.0958323752135235,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,54.95751098890312,7.562805684307585,7.266815158683371,3.6806188854643177e-13,40.13468422558545,69.78033775222079,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,47.78481482460394,8.19684819768995,5.829657164819856,5.554136507163001e-09,31.719287570389586,63.8503420788183,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,rank_ic,0.0899985144326666,0.002542002192231759,35.40457781968005,1.4518251842770994e-274,0.08501628168727049,0.09498074717806271,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,ew_spread_bp,56.301993034875366,7.667076513326274,7.343345659459108,2.0831959503147297e-13,41.27479920204294,71.32918686770779,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,cap_spread_bp,48.8921657876511,8.143710041771861,6.00367222517336,1.9290393863792007e-09,32.93078740524108,64.85354417006113,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,rank_ic,0.0898763124913829,0.00253228539882203,35.49217340714898,6.4909133542121885e-276,0.08491312431111508,0.09483950067165073,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,ew_spread_bp,52.235449236553485,7.573282022124507,6.8973331620232,5.298781536421884e-12,37.39208922842478,67.07880924468219,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,cap_spread_bp,44.848143962216504,7.996449442801156,5.608507160961453,2.0407925641022444e-08,29.175391050130855,60.52089687430215,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.09079302767821969,0.0025486409395544846,35.62409528510939,5.935631274772999e-278,0.08579778322716858,0.0957882721292708,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,53.22767102617347,7.582085685922506,7.020188537963918,2.21569054574869e-12,38.367056154068685,68.08828589827826,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,45.83782424585199,8.107198013500328,5.653966286443429,1.567869769546763e-08,29.948008123856674,61.72764036784731,2266,2266,0,5,full,fixed504,union,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,rank_ic,0.09119112329672939,0.002577945693955017,35.3735625659462,4.3548820138262224e-274,0.08613844258247744,0.09624380401098134,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,ew_spread_bp,53.64380821688217,7.917365079993646,6.775462249736907,1.2400912070272958e-11,38.12605780763954,69.1615586261248,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,cap_spread_bp,46.63542105588744,8.403557246216991,5.549485734375308,2.865111278184113e-08,30.164751511281544,63.10609060049334,2266,2266,0,5,full,fixed504,retain,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,rank_ic,0.09124650836670674,0.002577526380532151,35.40080483982017,1.6594754490549624e-274,0.08619464949166183,0.09629836724175164,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,ew_spread_bp,51.04113164447272,7.84998915264854,6.502063971292463,7.922539382584655e-11,35.65543562625149,66.42682766269395,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,cap_spread_bp,45.234812242441016,8.36967664120572,5.404606913932648,6.495067305806538e-08,28.83054746343164,61.63907702145039,2266,2266,0,5,full,fixed504,recent,raw,size_tercile_1,1010848
