model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,basis,interaction_term,n_features,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,horizon,target_column,stock_days
li1_ols_additive_c_joint_raw_fixed504_union,ols,characteristics,504,rank_ic,0.12947183211655833,0.01336896861844354,9.684504153741658,3.509071166121312e-22,0.10326913511396278,0.15567452911915386,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ols_additive_c_joint_raw_fixed504_union,ols,characteristics,504,ew_spread_bp,223.15635227916724,89.94671714650084,2.4809838464221103,0.013102031050081864,46.864026144414254,399.4486784139202,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ols_additive_c_joint_raw_fixed504_union,ols,characteristics,504,cap_spread_bp,153.96480642501274,81.7597106361342,1.8831378588192687,0.059681687754973636,-6.28128180822668,314.2108946582522,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_c_joint_raw_fixed504_union,ridge,characteristics,504,rank_ic,0.1322036338104189,0.014062379460332581,9.401227877781379,5.392998796420449e-21,0.10464187653123125,0.15976539108960658,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_c_joint_raw_fixed504_union,ridge,characteristics,504,ew_spread_bp,200.2645982454993,98.70394158003027,2.028942259444852,0.0424641717824592,6.808427616494441,393.72076887450413,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_c_joint_raw_fixed504_union,ridge,characteristics,504,cap_spread_bp,158.1014456107528,96.61406118233585,1.6364227284926391,0.10175114557410735,-31.25863470677473,347.4615259282803,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_enet_additive_c_joint_raw_fixed504_union,enet,characteristics,504,rank_ic,0.13190412726284576,0.013944137605614327,9.45946827215311,3.0951309217992863e-21,0.10457411976037109,0.15923413476532042,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_enet_additive_c_joint_raw_fixed504_union,enet,characteristics,504,ew_spread_bp,208.71490937241245,95.62566497731102,2.1826243971420642,0.029063481610259317,21.292050019189645,396.1377687256353,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_enet_additive_c_joint_raw_fixed504_union,enet,characteristics,504,cap_spread_bp,179.25533435467904,90.33992670795865,1.9842315672244975,0.04723003098625467,2.192331641091954,356.31833706826615,2266,2266,0,20,additive_c,,34,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ols_additive_cs_joint_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.13116576369634844,0.013222341913070526,9.920009976953379,3.407221154719966e-23,0.10525044975545578,0.1570810776372411,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ols_additive_cs_joint_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,249.99042993355465,90.16187046336775,2.7726846021359366,0.005559597606743127,73.27641104658818,426.7044488205211,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ols_additive_cs_joint_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,179.02993589181762,81.30649552236046,2.20191430883381,0.027671362054427454,19.672132958823937,338.3877388248113,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_cs_joint_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.13487265410573235,0.014002591750776469,9.63197788711175,5.85906725893926e-22,0.10742807858399281,0.1623172296274719,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_cs_joint_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,235.01406953012776,99.39812145456979,2.3643713391257766,0.01806069944864777,40.19733134823292,429.8308077120226,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_ridge_additive_cs_joint_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,168.3839351221169,98.49803879038146,1.7095156125947144,0.08735548223063218,-24.668673454859942,361.4365436990937,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
li1_enet_additive_cs_joint_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.13383333018352617,0.01387436189277058,9.64608903947228,5.106624052395414e-22,0.10664008056522085,0.1610265798018315,2266,2266,0,20,additive_cs,,36,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
