family,comparison,model_id,benchmark_id,metric,family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,period
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.00012083209366148167,0.00011621483529653143,-1.0397303696483235,0.2984651868718904,-0.00034860898531193754,0.00010694479798897417,2266,2266,0,5,raw,full
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.00012083209366148167,0.00011975681113754947,-1.0089788840711293,0.31298476119985497,-0.0003555511303944439,0.00011388694307148053,2266,2266,0,21,raw,full
estimator,versus_ols,ridge_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,-0.00012083209366148167,0.00011890666503040503,-1.0161927729667997,0.30953759723651963,-0.00035388487464284383,0.00011222068731988049,2266,2266,0,63,raw,full
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022500664771950922,0.00021360183645722017,1.0533928521001887,0.2921609788218329,-0.000193645258768257,0.0006436585542072754,2266,2266,0,5,raw,full
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022500664771950922,0.00024837758427777496,0.9059056129150178,0.3649858131882059,-0.00026180447203199165,0.0007118177674710101,2266,2266,0,21,raw,full
estimator,versus_ols,lasso_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022500664771950922,0.00020996269873478846,1.071650579247523,0.28387700622233025,-0.00018651267989750974,0.0006365259753365282,2266,2266,0,63,raw,full
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022773851909833605,0.00021361187383190725,1.0661323034764685,0.28636383874802773,-0.0001909330602823162,0.0006464100984789882,2266,2266,0,5,raw,full
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022773851909833605,0.0002483646453721657,0.9169522447813693,0.3591676650988256,-0.0002590472408641713,0.0007145242790608435,2266,2266,0,21,raw,full
estimator,versus_ols,enet_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,84,1.0,0.00022773851909833605,0.0002090080871979067,1.0896158237297955,0.27588240973372247,-0.00018190980428716823,0.0006373868424838403,2266,2266,0,63,raw,full
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,-0.001946296991534624,0.0009006880503514345,-2.160900203766675,0.030703049170141456,-0.003711613131529034,-0.00018098085154021385,2266,2266,0,5,raw,full
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,-0.001946296991534624,0.0008989931746398658,-2.164974158245757,0.030389664319576102,-0.003708291236176088,-0.00018430274689316007,2266,2266,0,21,raw,full
feature,versus_core,ols_all_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,1.0,-0.001946296991534624,0.0008954038490009074,-2.17365269727878,0.02973122762377616,-0.003701256287194943,-0.00019133769587430477,2266,2266,0,63,raw,full
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.00013769066555106637,0.000618832386795017,-0.22250074250990237,0.8239240953162501,-0.0013505798561362597,0.0010751985250341272,2266,2266,0,5,raw,full
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.00013769066555106637,0.0006545616260550189,-0.21035554189284666,0.833390188728468,-0.001420607878280878,0.0011452265471787455,2266,2266,0,21,raw,full
feature,versus_core,ridge_all_raw_fit504_val126,ridge_core_raw_fit504_val126,rank_ic,60,1.0,-0.00013769066555106637,0.0007190871935087301,-0.19147979103787882,0.8481497120229629,-0.0015470756665721618,0.0012716943354700292,2266,2266,0,63,raw,full
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.22581712978615023,0.001687774232322076,0.0005623478002532652,3.001299607755114,0.002688299164120836,0.0005855927970403519,0.0027899556676038,2266,2266,0,5,raw,full
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.19798041611967468,0.001687774232322076,0.0005549823492049381,3.0411313706462266,0.0023569097157104127,0.000600028815824966,0.002775519648819186,2266,2266,0,21,raw,full
estimator,versus_ols,ridge_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,0.2229897346357005,0.001687774232322076,0.0005616302956958879,3.0051338847930906,0.0026546396980440534,0.0005869990801315548,0.0027885493845125975,2266,2266,0,63,raw,full
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.001602524960269738,0.0007078911443609995,-2.263801395222013,0.02358633268022662,-0.002989966108192141,-0.00021508381234733483,2266,2266,0,5,raw,full
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.001602524960269738,0.000746354995777953,-2.1471350353853635,0.0317825327946937,-0.0030653538716760697,-0.00013969604886340608,2266,2266,0,21,raw,full
feature,versus_core,lasso_all_raw_fit504_val126,lasso_core_raw_fit504_val126,rank_ic,60,1.0,-0.001602524960269738,0.000817992031205074,-1.9590960536728972,0.05010153888757806,-0.003205759881072447,7.09960532971083e-07,2266,2266,0,63,raw,full
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.000568778678984395,0.000442644853528615,1.2849549123869481,0.19880804021021592,-0.0002987892918736978,0.0014363466498424878,2266,2266,0,5,raw,full
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.000568778678984395,0.00042879747997330445,1.326450610250334,0.18469048440589264,-0.0002716489384248168,0.0014092062963936068,2266,2266,0,21,raw,full
estimator,versus_ols,lasso_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.000568778678984395,0.0004490467849918894,1.2666356780500458,0.20528558903162752,-0.0003113368469732095,0.0014488942049419996,2266,2266,0,63,raw,full
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.0015450404986922688,0.0007070550387469368,-2.1851771276963583,0.028875861867124042,-0.0029308429097238374,-0.00015923808766070023,2266,2266,0,5,raw,full
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.0015450404986922688,0.0007476710546154394,-2.0664709288324024,0.038784034644850446,-0.0030104488380216098,-7.963215936292786e-05,2266,2266,0,21,raw,full
feature,versus_core,enet_all_raw_fit504_val126,enet_core_raw_fit504_val126,rank_ic,60,1.0,-0.0015450404986922688,0.0008220009234837236,-1.8796092006128533,0.060161358419053804,-0.0031561327039790316,6.605170659449398e-05,2266,2266,0,63,raw,full
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0006289950119406912,0.0004436677472518227,1.4177163335329805,0.15627359945856073,-0.0002405777937749009,0.0014985678176562833,2266,2266,0,5,raw,full
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0006289950119406912,0.00042768219738888635,1.470706556833259,0.14137049222889436,-0.00020924669177047636,0.0014672367156518588,2266,2266,0,21,raw,full
estimator,versus_ols,enet_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,84,1.0,0.0006289950119406912,0.00044516625833786953,1.4129440409279637,0.15767217835802416,-0.00024351482153398658,0.001501504845415369,2266,2266,0,63,raw,full
feature,versus_core,ols_textcore_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,60,0.0006449577216258865,0.004442820190203865,0.001009382145554139,4.401524447180319,1.0749295360431442e-05,0.002464467538279986,0.006421172842127744,2266,2266,0,5,raw,full
