model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,9.995546420143127,6.4028539557615245,1.5611079823472727,0.11849827500094033,-2.5538167314192783,22.54490957170553,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07042372997016452,0.003610860233020657,19.503310963451973,1.0290036960616704e-84,0.06334657396023613,0.07750088598009292,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,24.465412416354358,5.966177315876494,4.100684763634138,4.1192939005723507e-05,12.771919751856581,36.158905080852136,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,14.70069537569908,6.8544962172143515,2.1446791871851674,0.03197850608338497,1.2661296577929129,28.135261093605248,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07033965877371132,0.0036141360824425185,19.462371413024968,2.289423852806893e-84,0.0632560822168973,0.07742323533052534,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,23.919371659129798,5.96566490728737,4.00950640554937,6.0845802582879744e-05,12.226883297012073,35.61186002124752,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,12.920794232870776,6.974255556212676,1.852641350568365,0.06393378146365589,-0.7484954762844325,26.590083942025984,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06989920739297881,0.0035730584187602587,19.56285042135742,3.2064190120037963e-85,0.06289614157755107,0.07690227320840655,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,24.180967973463744,5.873471046806852,4.1169808756629305,3.8386791232858524e-05,12.669176257483544,35.692759689443946,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,16.860679149842344,6.610589079967857,2.550556228178734,0.01075511736748864,3.904162636511572,29.817195663173116,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06969856104342907,0.0035811734479897096,19.462492408055336,2.284024803155907e-84,0.06267959006297812,0.07671753202388003,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,22.935763791582147,5.916057513097704,3.876866264535816,0.00010581047895152427,11.340504135443048,34.531023447721246,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,14.318468010412,6.592866272877064,2.1718122919189073,0.029869824154631366,1.3966875606841338,27.240248460139867,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.06979027593125804,0.003583250310705115,19.47680733404434,1.7271992054692718e-84,0.06276723437468405,0.07681331748783203,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,23.863996568383563,5.895224335038992,4.0480217905440785,5.165233863522485e-05,12.30956919092305,35.418423945844076,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,15.957028521436017,6.67442764806429,2.3907710687468247,0.016813032822328548,2.8753907138116297,29.038666329060405,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.06976526831638798,0.0035939754669294085,19.411726362170597,6.142811296190447e-84,0.06272120583988582,0.07680933079289014,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,24.05391462443214,5.879002516368965,4.091495888538674,4.2859954633382724e-05,12.531281427328617,35.57654782153566,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,14.729736046768384,6.53952594432441,2.252416485869618,0.024295964880137504,1.9125007199272535,27.546971373609516,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.07036325127200087,0.003621302841541566,19.430369220942502,4.27277605171546e-84,0.06326562812546684,0.0774608744185349,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,24.1743741431027,5.9375262839856555,4.0714555164672515,4.6720285217389196e-05,12.537036469230873,35.81171181697452,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,13.823115698341097,6.8228869487703205,2.0259921939396075,0.04276558458190394,0.4505030081628867,27.195728388519306,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.07027740936765536,0.0036225599298244705,19.39993008509334,7.727641580232016e-84,0.06317732237336146,0.07737749636194927,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,23.51313203164696,5.924748713985038,3.968629416492471,7.228719577884642e-05,11.900837934786285,35.12542612850764,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,12.958843625169797,6.924955396730794,1.871325211897761,0.06130001804711561,-0.6138195469688412,26.531506797308435,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ols_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06522397879033603,0.0030668518241922862,21.267404664232192,2.2752568493669083e-100,0.05921305966899819,0.07123489791167388,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ols_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,25.537209240740644,5.26461535849351,4.850726501707471,1.2301007000337956e-06,15.21875274563694,35.85566573584435,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ols_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,7.208802397592601,6.129989682632387,1.1759893198542777,0.23959914392158943,-4.805756605968995,19.223361401154197,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06830800671690164,0.003446935833294259,19.81702300840896,2.1230199803767407e-87,0.06155213662662433,0.07506387680717895,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,23.103203879495393,5.64406562813879,4.093362019802381,4.251631223990105e-05,12.041038521962927,34.16536923702786,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,11.41668688330887,6.807321771988948,1.677118735636492,0.09351926579169582,-1.9254186209648498,24.758792387582588,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06852020821267815,0.003467706863225851,19.75951570166369,6.643913323014597e-87,0.06172362765181312,0.07531678877354318,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,22.98690919204757,5.643908051306485,4.072870958045892,4.6437155447663486e-05,11.92505267943122,34.04876570466392,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,13.735848855992122,6.798250774178219,2.0204975238873164,0.04333180672451314,0.4115221807312732,27.060175531252973,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_original_none_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.06976740937906015,0.0035535666467519248,19.633066244256266,8.069476939745333e-86,0.06280254673476361,0.07673227202335668,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_original_none_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,23.9729624186467,5.7797607134450395,4.147743065362572,3.3576891184077894e-05,12.644839581034894,35.3010852562585,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_original_none_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,13.048536618247072,6.653087030626035,1.961275503864744,0.049846893234079245,0.008725652209511381,26.088347584284634,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.06957810849393227,0.0035619398931719076,19.533768278153893,5.669729979895448e-85,0.06259683458821888,0.07655938239964566,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,24.372393492304546,5.812018832988047,4.19344709517645,2.7474717616105114e-05,12.98104590217946,35.76374108242963,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_lasso_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,13.738006001444296,6.595737662672206,2.082861190673624,0.03726387802244319,0.8105977311323773,26.665414271756212,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_original_none_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06948750280678356,0.0035495539409016856,19.576404236621293,2.4576917695425112e-85,0.06253050492143404,0.07644450069213309,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_original_none_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,23.48435477838535,5.8675514741034345,4.002411377562525,6.270015664890051e-05,11.984165211707714,34.984544345062986,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_original_none_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,10.773379297291493,6.875220551350032,1.5669867194552778,0.11711779587271715,-2.701805369124182,24.24856396370717,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06950257445444388,0.003552244901681612,19.565817216471128,3.025149497816472e-85,0.0625403023828819,0.07646484652600587,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,24.67207164165255,5.841839228625467,4.22333971821023,2.407085726471959e-05,13.222277150073383,36.12186613323172,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_enet_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,11.706746232287625,6.788962293212482,1.7243793273077803,0.08463938703286038,-1.5993753548092933,25.012867819384542,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.07016673685647726,0.0035989976316153547,19.496188672117576,1.1827441647864937e-84,0.0631128311180662,0.07722064259488831,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,23.991888363138994,5.899697939689637,4.0666299543466335,4.769789162025916e-05,12.428692881682146,35.55508384459584,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,12.687638464318775,6.721789933393369,1.8875386749721974,0.05908790957784261,-0.48682771677611747,25.862104645413666,2266,2266,0,5,full,standard,original,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.0700464315902576,0.0035986827068033305,19.464464443568314,2.1977974258655696e-84,0.06299314309313596,0.07709972008737924,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,24.07700468579535,5.895174401056288,4.084188702115628,4.423107729891887e-05,12.522675177142544,35.63133419444816,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_group_ridge_characteristics_textcore_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,12.701213177943854,6.815936537596133,1.8634582508045712,0.06239782111485712,-0.6577769566552014,26.06020331254291,2266,2266,0,5,full,standard,expanded,none,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06923319997551242,0.0033708423899422033,20.538842214067294,9.684369062363215e-94,0.06262647029366478,0.07583992965736006,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,27.079135551307473,5.547708872596822,4.8811385336145126,1.054751114450625e-06,16.205825964304395,37.95244513831055,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,10.414739593525415,6.335344635923686,1.643910504011114,0.10019469012023108,-2.002307722534031,22.83178690958486,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06943118301119888,0.0033874762254079973,20.496434038540414,2.316600625964037e-93,0.06279185161091352,0.07607051441148424,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,27.038375815134824,5.5575247816310185,4.8651831305374085,1.1435087764508824e-06,16.145827399949198,37.93092423032045,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ols_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,11.023556748152135,6.319787569205512,1.7442922926502662,0.08110813491920907,-1.3629992774346018,23.410112773738874,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.07029601069793026,0.0035567389493933554,19.764174908006698,6.058074772144799e-87,0.06332493045470845,0.07726709094115207,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,25.408358464428105,5.827995731743804,4.359707802467046,1.3023622853614577e-05,13.985696728157091,36.831020200699115,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,13.52568418340368,6.732811657771857,2.0089206220094744,0.044545552550020545,0.3296158194794234,26.721752547327938,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.07038265827893506,0.0035553034530722695,19.79652629035499,3.1894327950563093e-87,0.06341439155680252,0.07735092500106759,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,25.73856179129234,5.844137120760841,4.4041680164994945,1.061906210606891e-05,14.284263513887483,37.1928600686972,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,13.665417495476918,6.700625071229506,2.039424285079337,0.0414077007217657,0.532433681960951,26.798401308992887,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_original_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.07019825370134762,0.0035669100015764065,19.68041068328702,3.1741984901231327e-86,0.06320723856216216,0.07718926884053308,2266,2266,0,5,pca,standard,expanded,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_original_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,25.17947281596576,5.848449946614125,4.305324153546539,1.6674139669903945e-05,13.716721555216871,36.64222407671465,2266,2266,0,5,pca,standard,expanded,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_original_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,14.650664608888983,6.715063911019921,2.1817610082379333,0.02912717568245138,1.4893811894052593,27.811948028372704,2266,2266,0,5,pca,standard,expanded,original,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.07028201326160839,0.0035680426103950917,19.697638435384608,2.2591462731239108e-86,0.06328877824992973,0.07727524827328705,2266,2266,0,5,pca,standard,expanded,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,25.437956269133874,5.863821366252923,4.338119236635126,1.4370718860552291e-05,13.945077579501692,36.930834958766056,2266,2266,0,5,pca,standard,expanded,expanded,fixed504,union,raw
ld3_ridge_characteristics_textcore_pca_raw_standard_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,13.608977212839214,6.72299326391234,2.0242437674137554,0.04294507631629414,0.4321525472656411,26.785801878412787,2266,2266,0,5,pca,standard,expanded,expanded,fixed504,union,raw
ld3_lasso_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.0698910883206452,0.0035438315740246953,19.72189898440082,1.3987689719144509e-86,0.0629453060682809,0.07683687057300949,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_lasso_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,25.84190825694436,5.730115968497241,4.509840359081173,6.487642846773744e-06,14.611087331451918,37.0727291824368,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_lasso_characteristics_textcore_pca_raw_standard_original_original_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,16.256027117637398,6.389786116991826,2.5440643583373,0.010957089413149795,3.7322764594193796,28.779777775855415,2266,2266,0,5,pca,standard,original,original,fixed504,union,raw
ld3_lasso_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.07009620778153404,0.0035460595433174295,19.767352162382824,5.6884128003145745e-87,0.06314605878959732,0.07704635677347076,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
ld3_lasso_characteristics_textcore_pca_raw_standard_original_expanded_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,26.04980880051078,5.745397832812829,4.534030463780318,5.786867724799382e-06,14.789035971343159,37.3105816296784,2266,2266,0,5,pca,standard,original,expanded,fixed504,union,raw
