family,comparison,model_id,benchmark_id,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,metric,family_size,observed_family_size,p_bonferroni,target,period
characteristic_shape,c_pairs_given_squares,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ridge_c_squares_joint_raw_fixed504_union,0.0019247909749895919,0.0007691134598489158,2.5026099209961776,0.012328133641069204,0.000417356293660724,0.0034322256563184598,2266,2266,0,63,rank_ic,9,9,0.11095320276962284,raw,full
characteristic_shape,c_quadratic_minus_c,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ridge_additive_c_joint_raw_fixed504_union,-0.00028209332611192416,0.001087115016717267,-0.2594880226783676,0.7952587221419671,-0.0024127996059304263,0.001848612953706578,2266,2266,0,5,rank_ic,9,9,1.0,raw,full
characteristic_shape,c_quadratic_minus_c,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ridge_additive_c_joint_raw_fixed504_union,-0.00028209332611192416,0.0010972129794159123,-0.25709988070145967,0.7971016696397495,-0.0024325912491369997,0.0018684045969131514,2266,2266,0,21,rank_ic,9,9,1.0,raw,full
characteristic_shape,c_quadratic_minus_c,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ridge_additive_c_joint_raw_fixed504_union,-0.00028209332611192416,0.0010158226368833139,-0.27769938950900525,0.78124312927232,-0.0022730691090837286,0.0017088824568598803,2266,2266,0,63,rank_ic,9,9,1.0,raw,full
estimator,versus_ols,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ols_c_quadratic_joint_raw_fixed504_union,-0.0002772614484551305,0.00044506630571112616,-0.6229666117099623,0.5333064629005144,-0.0011495753783812312,0.0005950524814709701,2266,2266,0,5,rank_ic,39,39,1.0,raw,full
estimator,versus_ols,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ols_c_quadratic_joint_raw_fixed504_union,-0.0002772614484551305,0.00047315552991463366,-0.5859837430308672,0.5578864396605374,-0.0012046292461737767,0.0006501063492635156,2266,2266,0,21,rank_ic,39,39,1.0,raw,full
estimator,versus_ols,li1_ridge_c_quadratic_joint_raw_fixed504_union,li1_ols_c_quadratic_joint_raw_fixed504_union,-0.0002772614484551305,0.0004808893006930901,-0.5765598195999009,0.5642368488957497,-0.0012197871583642394,0.0006652642614539785,2266,2266,0,63,rank_ic,39,39,1.0,raw,full
characteristic_shape,c_pairs_given_squares,li1_enet_c_quadratic_joint_raw_fixed504_union,li1_enet_c_squares_joint_raw_fixed504_union,0.0019524268805514108,0.000673915910661185,2.8971372387333414,0.003765849776589228,0.0006315759670469756,0.003273277794055846,2266,2266,0,5,rank_ic,9,9,0.033892647989303054,raw,full
characteristic_shape,c_pairs_given_squares,li1_enet_c_quadratic_joint_raw_fixed504_union,li1_enet_c_squares_joint_raw_fixed504_union,0.0019524268805514108,0.0006664277203510307,2.929690378910108,0.0033929989767600443,0.0006462525503642597,0.003258601210738562,2266,2266,0,21,rank_ic,9,9,0.0305369907908404,raw,full
characteristic_shape,c_pairs_given_squares,li1_enet_c_quadratic_joint_raw_fixed504_union,li1_enet_c_squares_joint_raw_fixed504_union,0.0019524268805514108,0.0005901789572864574,3.308194669508954,0.0009389951377587912,0.0007956973798365515,0.0031091563812662704,2266,2266,0,63,rank_ic,9,9,0.008450956239829121,raw,full
characteristic_shape,c_quadratic_minus_c,li1_enet_c_quadratic_joint_raw_fixed504_union,li1_enet_additive_c_joint_raw_fixed504_union,0.0004888382570297869,0.0009117586692532391,0.5361487348731894,0.5918557606483015,-0.001298175897298729,0.0022758524113583025,2266,2266,0,5,rank_ic,9,9,1.0,raw,full
characteristic_shape,c_quadratic_minus_c,li1_enet_c_quadratic_joint_raw_fixed504_union,li1_enet_additive_c_joint_raw_fixed504_union,0.0004888382570297869,0.0008912215863606289,0.5485036095523619,0.5833461514797553,-0.0012579239544816992,0.002235600468541273,2266,2266,0,21,rank_ic,9,9,1.0,raw,full
