model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,basis,interaction_term,n_features,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,year
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,16.576551550131352,18.886772757525524,0.877680467856868,0.3801171471090118,-20.44084283881092,53.59394593907362,252,252,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.05637649174030402,0.008067823917192707,6.987818811980328,2.7919261902611544e-12,0.04056384742899545,0.07218913605161259,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,32.54802891043151,19.27346180991263,1.6887484579283818,0.09126764498612436,-5.227262094405404,70.32331991526843,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,15.37694568407089,16.44859859979808,0.9348483757309061,0.3498664449344021,-16.861715167689304,47.615606535831084,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.05671413261202395,0.009075992158716514,6.248808022333529,4.1359690339431284e-10,0.03892551485697165,0.07450275036707626,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,28.083806208682862,21.23782240449114,1.32234866992503,0.18605207297620807,-13.541560814177625,69.70917323154335,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,17.962691950015202,23.876964851754572,0.7523021481809165,0.4518693763005901,-28.835299219552507,64.76068311958291,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.057485639635295495,0.00933457240305838,6.158358107165241,7.350299877640417e-10,0.03919021391421956,0.07578106535637143,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,27.963407012345325,21.161211983586135,1.32144638190078,0.1863525694215149,-13.511806344700897,69.43862036939154,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,24.392505510184556,22.962399422272448,1.0622803419456668,0.28810843592997915,-20.612970356092788,69.3979813764619,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.05621776920108288,0.008002335190051071,7.025170511599639,2.1380498280052712e-12,0.04053348043636529,0.07190205796580047,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,33.61437546153239,19.07786123534352,1.7619572260678058,0.07807652469198204,-3.7775454617937285,71.0062963848585,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,12.810369062756092,16.071276792497486,0.7970971583748918,0.4253946065750861,-18.68875463611338,44.30949276162556,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.05697230858441263,0.00932562370299437,6.109222331812441,1.0011777585889403e-09,0.03869442199317061,0.07525019517565465,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,26.878906914520442,21.577207016760443,1.2457083483345095,0.2128714876355895,-15.41164172529497,69.16945555433585,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,17.211990918395017,24.535161447064258,0.701523442408589,0.4829764101569385,-30.876041872726567,65.30002370951661,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.05706963783868022,0.009220219615808399,6.1896180586449665,6.031016862705371e-10,0.03899833946214602,0.07514093621521442,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,28.43828679804662,21.234479668306474,1.339250466329636,0.18048914829496354,-13.1805285822821,70.05710217837535,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,20.244667619340824,21.97702215679489,0.9211742826168806,0.35695944280135183,-22.829504295415944,63.31883953409759,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2016
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.057276184132673325,0.009037408475974581,6.337677917838802,2.332537880242706e-10,0.03956318900618613,0.07498917925916052,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2016
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,33.395085084974575,21.01319338189229,1.5892436945710564,0.11200538517221333,-7.790017143709733,74.58018731365888,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2016
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,24.838245073942673,22.406150227968432,1.1085458600084892,0.267626144901949,-19.077002405069372,68.75349255295473,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2016
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06719683351807117,0.006795799298181044,9.887995593992454,4.6933061850631867e-23,0.053877311647473745,0.08051635538866858,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,21.233284399225965,9.270334170583766,2.290455123678554,0.021994947182964457,3.0637633002307894,39.40280549822114,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,27.046934232636946,10.994975821109284,2.459935762724413,0.013896188562708568,5.497177612374042,48.596690852899854,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06552461951392595,0.004900317931261365,13.371503733648481,8.872873936585023e-41,0.05592017285585785,0.07512906617199405,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,25.508278784273596,8.931964962691374,2.8558417874254016,0.004292289631027756,8.001949146224856,43.01460842232234,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,22.277378778830386,13.324933992904393,1.6718565953642415,0.09455260354222383,-3.8390119436357217,48.39376950129649,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06634574314836303,0.005685623669290552,11.669035273423505,1.8349218308274671e-31,0.05520212552690508,0.07748936076982098,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,20.51005727509794,9.155511862887323,2.240186849436269,0.02507879504547426,2.565583763809567,38.454530786386314,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,13.712142840361876,15.32062409600194,0.8950120278677283,0.37078065834653773,-16.31572860847845,43.7400142892022,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06752903056140955,0.007004766454914443,9.640439976986265,5.395621374206883e-22,0.05379994058966293,0.08125812053315618,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,20.070026400521748,9.488673365667095,2.115156210681801,0.03441663570503666,1.4725683427497813,38.667484458293714,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,23.513097941585652,11.10305772398134,2.1177137439175913,0.03419931816931951,1.7515046843129625,45.27469119885834,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06504843239761625,0.004844793360134548,13.42646168005187,4.2315188317866853e-41,0.05555281189921374,0.07454405289601876,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,24.555889947762438,8.823228977288291,2.7830956230390593,0.00538429345619952,7.2626789249272115,41.84910097059766,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,25.29287180755566,12.459130996445845,2.030067090134202,0.04234972018497316,0.8734237758551657,49.71231983925615,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06541875920401925,0.00579704095441456,11.284853724243847,1.559007030443781e-29,0.05405676771646301,0.07678075069157549,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,21.171966010268417,9.126314138833365,2.3198813549688824,0.020347296466061936,3.284718986556342,39.05921303398049,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,14.61856088583468,15.199724113238082,0.9617648831601331,0.3361677217214861,-15.172350951056968,44.40947272272633,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06756065779563145,0.007005391154903674,9.644094997941686,5.206843215040302e-22,0.05383034343440479,0.0812909721568581,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,19.89636789062782,9.514818537768537,2.091092732000122,0.036519752108482684,1.2476662371674259,38.54506954408821,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,22.545732926302772,11.198139802471026,2.0133462632184447,0.044078214569462544,0.5977822196150875,44.493683632990454,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2017
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.06761478311378241,0.0056428627773116215,11.982354663246927,4.396559688693787e-33,0.05655497530054997,0.07867459092701486,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2017
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,23.766441712174373,8.97566713369119,2.6478746769657184,0.008099954636854161,6.174457392919784,41.35842603142896,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2017
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,13.248707470721232,16.01787176176443,0.8271203358205583,0.40816885901487354,-18.14574429131819,44.64315923276065,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2017
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06996225334325767,0.005615002596776155,12.459879071725878,1.2355783293596607e-35,0.05895705048047753,0.08096745620603782,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,51.29815961366277,12.19017639394252,4.208155645651985,2.5746350860930025e-05,27.40585291634508,75.19046631098045,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,39.94942465399355,17.233633644996466,2.318108036699056,0.020443450249489202,6.172123387042745,73.72672592094436,251,251,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.07046173786293625,0.00515429705446401,13.670484475067472,1.5237728021421457e-42,0.0603595012705659,0.0805639744553066,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,49.33882017375041,11.832311684615542,4.169837770408052,3.0481654187276746e-05,26.147915418051497,72.52972492944933,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,37.18121453829798,17.674827611428135,2.1036253000995306,0.03541114521770777,2.5391889869447226,71.82324008965124,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06924334435568999,0.005408772898176559,12.80204321002898,1.5969346501008444e-37,0.0586423442747076,0.07984434443667238,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,48.06433258571584,12.32787613947271,3.8988331843972968,9.665733293734307e-05,23.902139346478645,72.22652582495303,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,43.51339660645336,16.05783971198032,2.7097914406250543,0.00673255277241274,12.040609101454898,74.98618411145182,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.07005997051268688,0.005613105241789332,12.481499543442256,9.419574885444435e-36,0.059058486397346795,0.08106145462802695,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,51.57965860115463,12.18262432086513,4.233870900280029,2.29702841252291e-05,27.702153695077236,75.45716350723202,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,47.239681681651,16.88143174137445,2.7983219910116968,0.005136887549419244,14.152683461085793,80.3266799022162,251,251,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.07036351401398336,0.0051366675794833,13.698280631401353,1.0395688222910323e-42,0.06029583055764155,0.08043119747032516,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,50.367842933603036,11.741782560441548,4.289624907830771,1.789751328856146e-05,27.354372000837103,73.38131386636897,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,40.8191072400868,17.57140545731152,2.3230416792358426,0.02017691350703723,6.379785386005665,75.25842909416794,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06918134579220865,0.005402040044962286,12.806522205758961,1.5074054961583615e-37,0.05859354186103943,0.07976914972337787,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,48.399416761124535,12.106796658780459,3.9977062575031224,6.395925236960053e-05,24.670531341764974,72.1283021804841,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,41.22068056463088,15.925560973895386,2.588334604488869,0.009644124883302232,10.007154622199298,72.43420650706247,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06996402330127784,0.005618792727943179,12.451789323591749,1.3674464080232257e-35,0.05895139191791364,0.08097665468464203,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,51.755174488028224,12.257526507792857,4.222317973787314,2.4180265874979682e-05,27.7308639932092,75.77948498284725,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,44.02837420936236,17.36780106719857,2.535057491677278,0.011242887264836727,9.988109626996845,78.06863879172788,251,251,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2018
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0695037020740529,0.005990316635691279,11.602675835186835,3.993917006980088e-31,0.05776289721210685,0.08124450693599895,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2018
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,48.33206172365525,12.428980159193268,3.888658691590699,0.00010079975301104074,23.97170824707354,72.69241520023697,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2018
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,49.28020601733633,17.260722016354954,2.8550489354177735,0.004303019821517502,15.44981251812304,83.11059951654963,251,251,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2018
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06708997458630622,0.007776217857193831,8.627584234184082,6.266138487428337e-18,0.05184886765026908,0.08233108152234336,252,252,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,30.34808502863665,13.244188888399611,2.2914264727240554,0.021938759935496176,4.38995180292784,56.30621825434546,252,252,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,46.05365569359365,17.183632560955147,2.6800884813050128,0.007360270202458956,12.374354750551788,79.7329566366355,252,252,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06872957356260893,0.0070461644823204125,9.754182397396322,1.7702129903623918e-22,0.05491934494811561,0.08253980217710226,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,42.37318922177419,12.652001203334152,3.3491294018062283,0.0008106592476852426,17.575722530881826,67.17065591266655,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_c_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,37.931541921557,16.095988815176458,2.3565835163722535,0.01844391972756844,6.383983548251603,69.47910029486239,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06843673846544286,0.007439645752882571,9.198924349177016,3.6155073217470354e-20,0.053855300732056646,0.08301817619882908,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,33.334826202789756,12.800993992898931,2.6040810753666093,0.009212096225115528,8.245339010394272,58.42431339518524,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_c_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,50.37103193424528,19.168328752288264,2.6278259615216646,0.008593246809838672,12.80179793593669,87.94026593255387,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06822551216947591,0.00784108302808889,8.701031722923172,3.288803066906644e-18,0.052857271834633415,0.0835937525043184,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,31.914822676919798,13.408364472611686,2.380217418918612,0.017302425924242387,5.634911219014498,58.1947341348251,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,49.81675751619048,18.985840097170435,2.6238900813040633,0.008693183521608097,12.605194709499983,87.02832032288097,252,252,0,5,text_c,,568,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,rank_ic,0.06883788495196319,0.0069854370803406965,9.854485003622107,6.555187953374989e-23,0.0551466798582248,0.08252909004570158,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,ew_spread_bp,43.50382875077328,12.520920762772718,3.474491179603911,0.000511823190647145,18.96327500245897,68.04438249908759,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ols_text_s_joint_raw_fixed504_union,ols,characteristics_textcore,504,cap_spread_bp,46.078076836066394,16.09418739820825,2.8630259916817065,0.004196161400234282,14.534049175139831,77.62210449699296,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06865420419023908,0.007438605957289026,9.229444950362698,2.720378895433818e-20,0.054074804418767504,0.08323360396171067,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,33.59124148962581,13.114799088174692,2.5613233770324584,0.010427424680034896,7.88670761232467,59.29577536692695,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_text_s_joint_raw_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,51.76987451887398,19.196465375011766,2.696844106846011,0.007000003237772164,14.145493753380741,89.39425528436723,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06837076012677835,0.007855946987699732,8.703057726054961,3.230594830743715e-18,0.05297338696643095,0.08376813328712576,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,33.30297998998807,13.371662641846775,2.490563879899722,0.012754056631143292,7.095002798548677,59.51095718142746,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_enet_text_s_joint_raw_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,45.365978206887334,16.370431070552296,2.7712146376214393,0.005584759997292908,13.280522897209352,77.45143351656532,252,252,0,5,text_s,,604,pca_interactions,standard,original,fixed16,fixed504,union,raw,2019
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.06914957385399083,0.00733727516062941,9.424421510731376,4.324829269792047e-21,0.05476877879449685,0.08353036891348481,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2019
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,36.1880210268823,13.008899454092564,2.781789586012801,0.005406007698296652,10.691046618358108,61.6849954354065,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2019
li1_ridge_single_social192_net_sentiment__x__char_ret1_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,45.30103828469776,17.32769601152621,2.6143717118862173,0.008939172387582232,11.339378167048046,79.26269840234747,252,252,0,5,single_social192,net_sentiment__x__char_ret1,192,explicit,standard,original,none,fixed504,union,raw,2019
li1_enet_agreement_c_joint_raw_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06999309738915892,0.008204773560784286,8.530777463950919,1.4536743166058345e-17,0.053912036708715264,0.08607415806960257,253,253,0,5,agreement_c,,296,pca_interactions,standard,original,fixed16,fixed504,union,raw,2020
