model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target,horizon,target_column,stock_days
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,rank_ic,0.08528554586422168,0.005671191054409072,15.038383479942254,4.114756977682315e-51,0.07417021564813417,0.0964008760803092,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,ew_spread_bp,53.09733351442877,15.45138270253046,3.4364130729693896,0.0005894714800171519,22.8131799061239,83.38148712273363,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,cap_spread_bp,33.96020298081457,16.28734751105164,2.085066519135247,0.03706326287377286,2.0375884554652686,65.88281750616387,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,rank_ic,0.08607764083883544,0.005728494488144642,15.02622390873845,4.943966934158908e-51,0.07484999795643574,0.09730528372123515,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,54.39730271909619,15.523650846609481,3.5041565451710155,0.00045805600396150515,23.971506151166885,84.82309928702549,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,37.92558605600087,15.96716208771855,2.3752239657648406,0.017538304839145494,6.63052342875913,69.2206486832426,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,rank_ic,0.08577657085689602,0.005727448525207217,14.976401879367858,1.0473583010446934e-50,0.07455097802418283,0.09700216368960922,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,ew_spread_bp,54.53024293294684,15.508977625643091,3.5160436908996897,0.00043802889539154246,24.13320534964886,84.92728051624482,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,cap_spread_bp,35.457481505802626,15.697508229446209,2.2587968095018818,0.02389602709113647,4.690930729066945,66.2240322825383,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,rank_ic,0.08511875221182913,0.0056905183945081764,14.957996145654464,1.3812271817395012e-50,0.07396554110523042,0.09627196331842784,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,ew_spread_bp,53.13941187452288,15.557011591834883,3.415785323603742,0.0006359836343934987,22.648229447454373,83.63059430159139,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,cap_spread_bp,33.65740173160536,16.355863084885165,2.0578187501892793,0.039607535474539955,1.6004991491622533,65.71430431404846,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.08582396118631402,0.005749345855597777,14.92760452091304,2.179562979741646e-50,0.07455545037467776,0.09709247199795029,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,55.027937202400764,15.57613501851442,3.5328364280992908,0.00041112675799780015,24.499273547779374,85.55660085702215,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,38.22539340380102,15.953697144680042,2.396021001097401,0.016574140657406877,6.956721579968644,69.4940652276334,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,rank_ic,0.08628702449956227,0.005802097328082407,14.871695461213529,5.0322596587059e-50,0.07491512270172468,0.09765892629739986,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,ew_spread_bp,53.16534184984617,15.855259373230318,3.353167589273841,0.0007989231577689974,22.089604512773636,84.24107918691871,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,cap_spread_bp,39.64552126235979,16.52706490960386,2.398824079121382,0.01644781461910834,7.253069269380497,72.0379732553391,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,rank_ic,0.08583092041847254,0.005765193180991948,14.887778730721498,3.95698734361669e-50,0.07453134941981242,0.09713049141713266,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,ew_spread_bp,52.93770251397484,15.711688173591961,3.3693198292308253,0.00075353936889255,22.143359557410697,83.73204547053899,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,cap_spread_bp,38.83281149853817,16.474175312673726,2.357193046784184,0.01841367153671636,6.544021210698787,71.12160178637755,2266,2266,0,5,full,fixed504,recent,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.08641954750014848,0.00581196234986541,14.869254530210393,5.219124236471903e-50,0.0750283106149095,0.09781078438538746,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,54.176326972329875,15.794166625781072,3.430147867624556,0.0006032524070880284,23.220329219974463,85.13232472468529,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_group_ridge_characteristics_core_full_raw_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,37.52096179903741,16.50222555113072,2.2736910050575876,0.022984571376670978,5.17719405406455,69.86472954401026,2266,2266,0,5,full,fixed504,union,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,rank_ic,0.07735962247584771,0.0047081937470922946,16.43084941515497,1.1503623256734825e-60,0.06813173229931013,0.08658751265238529,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,ew_spread_bp,59.17217001279026,13.633660884770528,4.340152693609132,1.4238374263778931e-05,32.45068570120754,85.89365432437299,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
ld2_ols_characteristics_textcore_full_raw_fixed504_retain,ols,characteristics_textcore,504,cap_spread_bp,27.417673467035247,14.223589852445654,1.9276198028390812,0.0539024338777773,-0.4600503746276168,55.295397308698114,2266,2266,0,5,full,fixed504,retain,raw,3,f_cumret3,3031789
