model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,period
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,16.259529969522905,7.523040893282105,2.1612975657280122,0.030672360851454715,1.5146407644679432,31.00441917457787,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06589568406079016,0.004471216688226661,14.737752306727321,3.688581972745416e-49,0.05713226038479145,0.07465910773678887,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,28.876818985090875,7.0809418199189,4.078104257806429,4.540440650206251e-05,14.998428041426326,42.75520992875542,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,17.82399499599966,7.374048538273068,2.4171247183265585,0.01564365601400432,3.3711254407342146,32.276864551265106,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06576832464264229,0.004495713053800499,14.629119753771725,1.831412253439227e-48,0.056956888972366726,0.07457976031291785,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,28.58912638495581,7.063749134364221,4.0473020546374485,5.1811364217956266e-05,14.744432485775956,42.43382028413566,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,18.555593373857366,7.537240538814095,2.4618550089124382,0.013822053088581606,3.782873374966469,33.32831337274826,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,rank_ic,0.06583179185656957,0.004491977374213795,14.65541483678816,1.2439456435889674e-48,0.057027677983741726,0.0746359057293974,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,ew_spread_bp,29.213971606435592,7.058822137570295,4.138646793626576,3.4936031226196954e-05,15.378934443523775,43.04900876934741,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,ridge,characteristics_textcore,504,cap_spread_bp,19.28536645950273,7.544165080075852,2.5563287991185932,0.010578311063290952,4.499074609129325,34.071658309876135,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.0655519901718644,0.004528878839749291,14.474220329438802,1.763136363567772e-47,0.056675550755610246,0.07442842958811856,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,28.043616933927794,7.102505860914932,3.9484116568282936,7.867143767021107e-05,14.122961246549878,41.96427262130571,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,17.329743399076428,7.574881657200075,2.287790645891367,0.022149715841422377,2.4832481638112007,32.17623863434166,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.06611092052814095,0.004519037280800823,14.62942578699536,1.823193476244482e-48,0.05725377021297752,0.07496807084330438,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,28.550697210585597,7.102398289076724,4.01986709960996,5.8230980887951595e-05,14.630252360136318,42.471142061034875,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,17.30935128636046,7.45311760506952,2.3224309884211207,0.02020974037997888,2.701509207882779,31.91719336483814,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.06525282632008711,0.004527133198063675,14.413719116547478,4.2423671316585363e-47,0.05637980829866667,0.07412584434150754,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,27.309373849515563,7.118746398540907,3.836261656281649,0.00012492131449142995,13.356887293301167,41.26186040572996,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,14.999650074102815,7.552209946348572,1.9861272634978873,0.04701919470612083,0.1975905755744396,29.80170957263119,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,lasso,characteristics_textcore,504,rank_ic,0.06598512586404558,0.004513952708185138,14.618036592274201,2.1552653318305285e-48,0.057137941128085665,0.07483231060000549,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,lasso,characteristics_textcore,504,ew_spread_bp,28.212302743247676,7.1188766342458205,3.9630273416356947,7.400530235727585e-05,14.259560929742149,42.1650445567532,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_lasso_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,lasso,characteristics_textcore,504,cap_spread_bp,16.0929191174698,7.368618080118544,2.1839806246561366,0.028963671823057972,1.6506930646067755,30.535145170332825,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06561480802530505,0.00452466162522788,14.50159447492395,1.1836800873649113e-47,0.05674663419762793,0.07448298185298216,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,27.873476135409103,7.0920086783401315,3.930265373269795,8.485215860602738e-05,13.973394547816936,41.77355772300127,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,16.885415969707477,7.544592768423948,2.2380818273422607,0.025215719498745962,2.098285865575198,31.672546073839754,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06574327221276341,0.00453257866735421,14.504606988131892,1.1328445103568765e-47,0.056859581267654606,0.07462696315787222,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,27.982206401483925,7.1155872455738365,3.9325224237662058,8.405913566398257e-05,14.035911671306641,41.92850113166121,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,15.627876276979661,7.489408355994409,2.086663663421603,0.03691854807413211,0.948905633717283,30.306846920242037,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06540089169803626,0.0045211391162463385,14.465578257263434,1.9991774749672036e-47,0.056539621861098184,0.07426216153497434,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,27.391478682595896,7.105271271542351,3.8550925975624275,0.00011568583345948212,13.465402889985771,41.31755447520602,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,14.396873498413601,7.64605802828762,1.8829144959599353,0.0597119564036964,-0.589124860733472,29.382871857560673,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,enet,characteristics_textcore,504,rank_ic,0.06555219621441809,0.004507179895877935,14.54394937161687,6.38028945197813e-48,0.056718285946654345,0.07438610648218183,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,enet,characteristics_textcore,504,ew_spread_bp,27.05881265600986,7.090020874549738,3.816464455434804,0.00013537756688042574,13.162627092255196,40.95499821976452,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_enet_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,enet,characteristics_textcore,504,cap_spread_bp,15.079945730689985,7.443482329567954,2.0259261811890776,0.04277234984564038,0.49098844517649454,29.668903016203476,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.06602347358592327,0.00453316120567947,14.56455453276277,4.72051579142631e-48,0.05713864088667734,0.0749083062851692,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,29.35678370803477,7.09427061027118,4.1380975326105585,3.5019751051956377e-05,15.452268815322265,43.261298600747274,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_original_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,19.990607338908912,7.401870894364396,2.7007506107853456,0.006918319317297479,5.483206967739418,34.498007710078404,1258,1258,0,5,pca,daily_rank,original,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.06577670374838597,0.004518511846903825,14.557160847870186,5.2597293043427683e-48,0.05692058326473691,0.07463282423203503,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,29.15553481002988,7.084964630606796,4.1151277854061545,3.869649755945699e-05,15.269259302300432,43.04181031775933,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_original_expanded_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,19.117789913065067,7.409092967580717,2.5803144860939136,0.00987103764917704,4.596234538497871,33.63934528763227,1258,1258,0,5,pca,daily_rank,original,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.06603020332169549,0.0045364545874517,14.555464415832978,5.391851461073811e-48,0.057138915712788646,0.07492149093060232,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,27.721037580621505,7.107946502319882,3.9000065028027366,9.619010443328077e-05,13.78971843203709,41.65235672920592,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_original_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,16.538347091295414,7.724407461905628,2.1410505819193757,0.032269959238587276,1.3987866640479343,31.677907518542895,1258,1258,0,5,pca,daily_rank,expanded,original,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,group_ridge,characteristics_textcore,504,rank_ic,0.0658364451401012,0.004531388151038324,14.528979408884982,7.939450707970403e-48,0.056955087564094536,0.07471780271610787,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,group_ridge,characteristics_textcore,504,ew_spread_bp,27.620651168152687,7.1116574952790925,3.8838556534096322,0.00010281295956009348,13.682058607021336,41.559243729284034,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_group_ridge_characteristics_textcore_pca_raw_daily_rank_expanded_expanded_fixed504_union,group_ridge,characteristics_textcore,504,cap_spread_bp,15.454137416847898,7.727304301656067,1.9999390231773146,0.04550684869304952,0.308899288020573,30.599375545675223,1258,1258,0,5,pca,daily_rank,expanded,expanded,fixed504,union,raw,2014-2018
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,rank_ic,0.07288782411508955,0.005373834676538962,13.563466035399738,6.594483527952408e-42,0.06235530169020074,0.08342034653997837,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,ew_spread_bp,19.530889435457937,9.081005996964238,2.150740726521607,0.03149666988862574,1.7324447380157828,37.32933413290009,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ols_characteristics_full_raw_standard_original_none_fixed504_union,ols,characteristics,504,cap_spread_bp,10.572822088853103,11.322171379195762,0.933815761549099,0.3503989377155142,-11.618226041160783,32.76387021886699,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,rank_ic,0.07452460143290737,0.005726659996736088,13.013624254868056,1.0236935163312825e-38,0.06330055408759838,0.08574864877821636,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,ew_spread_bp,14.402581947182993,9.6707059242732,1.4892999601024903,0.13640839824018017,-4.551653369470616,33.356817263836604,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_original_none_fixed504_union,ridge,characteristics,504,cap_spread_bp,12.205009713438383,11.585777446160412,1.0534476231876169,0.2921358874508403,-10.50269681393247,34.91271624080923,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,rank_ic,0.0743180727086297,0.005717461826948566,12.998437935928218,1.2486776861327865e-38,0.06311205344482793,0.08552409197243147,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,ew_spread_bp,14.303684296096948,9.6735322051004,1.4786413062805834,0.13923620678380155,-4.656090429188167,33.26345902138206,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics,504,cap_spread_bp,11.485372394104814,11.666605648383728,0.9844656398149516,0.3248866177762062,-11.380754498558858,34.35149928676849,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,rank_ic,0.07365479647758265,0.005638880747549929,13.061953209346617,5.431607439388143e-39,0.06260279329926849,0.08470679965589681,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,14.071108188387381,9.388256903832165,1.4987988007277195,0.1339258358320089,-4.3295372207331795,32.47175359750794,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,12.916606432025718,11.033864851868858,1.1706330107748213,0.24174632248792627,-8.709371287919621,34.542584151971056,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,rank_ic,0.07343295801843122,0.0056488852157209335,12.999548621392798,1.2306751067589107e-38,0.06236134644281742,0.08450456959404502,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,12.407692805336092,9.390806917981351,1.3212594949192344,0.18641485475072717,-5.997950539676941,30.813336150349123,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,8.219351909297172,10.97145683919577,0.7491577490359673,0.4537621315297157,-13.284308353462196,29.723012172056542,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.07373767832924007,0.005647384098825349,13.056961778919455,5.799654489556419e-39,0.0626690088886782,0.08480634776980193,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,14.543812628480321,9.405038135750779,1.546385290368557,0.12201154451537446,-3.889723390816936,32.977348647777575,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,11.740865809000878,11.032433480789802,1.064213605225414,0.28723194506964167,-9.882306475180998,33.36403809318276,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.073360477366065,0.005645946355027472,12.993477577189635,1.332327011519574e-38,0.06229462585156596,0.08442632888056405,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,ew_spread_bp,13.708321610639493,9.431942600111016,1.453393239530332,0.14611460244592345,-4.777946189827171,32.19458941110616,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,cap_spread_bp,11.211790350493228,11.239324469495275,0.9975501980500004,0.31849752076146465,-10.816880820277259,33.24046152126371,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,rank_ic,0.0740615292236581,0.0053298571506846925,13.895593658479926,6.736266200986024e-44,0.06361520116557284,0.08450785728174337,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,23.176342204462244,9.04419440811881,2.5625656812128295,0.01039019328848835,5.450046895370825,40.902637513553664,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,4.507593242872841,11.39125454268233,0.39570648043928497,0.6923215742305624,-17.81885539951281,26.83404188525849,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0760256299812741,0.005710971403589059,13.312206384625881,1.965892167780645e-40,0.06483233171350139,0.08721892824904681,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,20.57118952809756,9.761027653406494,2.1074819433503436,0.03507582524843743,1.4399268753213121,39.702452180873806,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,11.063804162009943,12.056769307236202,0.9176425193247827,0.358806049846365,-12.56702945008095,34.69463777410083,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0759103263925695,0.005718012971222978,13.275647812378727,3.2048744363382625e-40,0.0647032269058396,0.08711742587929941,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,20.202706875547367,9.743927424802937,2.0733638495830595,0.038138430629578064,1.104960054961495,39.30045369613324,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,10.58743509728039,12.086810691349225,0.8759494433761613,0.38105751867760107,-13.102278545717764,34.27714874027854,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.07489424153234175,0.005592820875088969,13.391138962795829,6.812792044139032e-41,0.06393251404518359,0.08585596901949992,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,20.54473424858031,9.468628960275556,2.169768647052616,0.030024376656096675,1.9865625034672796,39.10290599369334,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,12.950030066638586,11.450770814395774,1.1309308584150475,0.25808419391788306,-9.493068324799516,35.39312845807669,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.074554438814892,0.00561230484509532,13.28410356754699,2.8626616091111732e-40,0.06355452344824553,0.08555435418153848,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,18.61566057873763,9.563720787030135,1.9464872504416173,0.05159623797118422,-0.1288877220384954,37.36020887951375,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_lasso_characteristics_core_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,8.802792573360545,11.547717987069769,0.7622971554394751,0.4458826712550492,-13.83031878492157,31.43590393164266,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.07505657832021341,0.0056023270721174065,13.397393146460063,6.26244049105582e-41,0.06407621902924956,0.08603693761117726,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,20.4110039609877,9.527045500513646,2.1424274671394454,0.03215909958199764,1.7383379009065791,39.08367002106882,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,12.226818013455182,11.579364163766344,1.055914456142145,0.2910072989344642,-10.468318711400615,34.92195473831098,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.07511406744700597,0.005629981773947513,13.341795846408052,1.3223513032142781e-40,0.06407950593645192,0.08614862895756001,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,21.418193936574657,9.443074684364552,2.268137725526836,0.023320813632743933,2.9101076518981976,39.92628022125112,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_enet_characteristics_core_full_raw_standard_expanded_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,11.655589623921141,11.30203776943917,1.0312821335138322,0.3024085342140388,-10.495997356091038,33.80717660393332,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.075999230051429,0.005723033840411164,13.279535325265337,3.0427647138396885e-40,0.06478228984191917,0.08721617026093884,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,19.45742769302535,9.736258665119292,1.9984501606076577,0.04566787812370337,0.37471136522551163,38.54014402082518,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_group_ridge_characteristics_core_full_raw_standard_original_none_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,9.352953520464204,12.029160083336384,0.7775234060955392,0.4368500306693487,-14.223767007141944,32.92967404807035,1008,1008,0,5,full,standard,original,none,fixed504,union,raw,2019-2022
ld3_group_ridge_characteristics_core_full_raw_standard_expanded_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.07596506813019135,0.00573332983784095,13.249729263578908,4.528338904955556e-40,0.06472794813653422,0.08720218812384849,1008,1008,0,5,full,standard,expanded,none,fixed504,union,raw,2019-2022
