model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,horizon,target_column,stock_days
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,rank_ic,0.10867830988915193,0.009591337280180565,11.33088189002837,9.227098371065796e-30,0.08987963425642168,0.1274769855218822,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,111.17991645347276,44.68767467478076,2.4879324615253817,0.012848813108527047,23.593683538059793,198.76614936888572,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,102.51254304376029,43.071128386033486,2.3800756303612802,0.017309085107392517,18.094682633633866,186.9304034538867,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,rank_ic,0.10832457207693133,0.00960709726883465,11.275473646793962,1.7344266178379723e-29,0.0894950074340423,0.12715413671982037,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,99.4743296650797,45.85216245580653,2.1694577602736964,0.030047947881993765,9.605742638419258,189.34291669174013,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,73.95896823421816,45.745238410989174,1.6167577392372128,0.10593058500579111,-15.700051515518908,163.61798798395523,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.10859650501307645,0.00962605390437349,11.281518480146557,1.6192650970147983e-29,0.08972978604726324,0.12746322397888965,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,113.72665382436894,44.734077146447596,2.542282328795066,0.011013117450317154,26.04947373569533,201.40383391304255,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,109.41346835468394,43.33833118739939,2.524635013784192,0.011581850668040707,24.471900077312142,194.35503663205574,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.1084743223721633,0.009664916911142874,11.22351318376065,3.1260005860207946e-29,0.08953143331275115,0.12741721143157544,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,ew_spread_bp,103.37470708789488,45.814543667429454,2.2563731691468574,0.024047270516274772,13.579851531595537,193.16956264419423,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,cap_spread_bp,97.06213731787545,45.40587462720496,2.1376559336161454,0.03254467847731821,8.068258362012685,186.05601627373824,2266,2266,0,9,full,standard,expanded,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,rank_ic,0.1085047288383072,0.009157065981931903,11.849289832835247,2.1702215709132347e-32,0.09055720930966377,0.12645224836695063,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
ld3_ols_characteristics_core_full_raw_standard_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,136.75678476196506,42.46926888675617,3.2201351317496307,0.0012813018329774727,53.518547294175505,219.99502222975462,2266,2266,0,9,full,standard,original,none,fixed504,union,raw,10,f_cumret10,3027488
