model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target,year
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,rank_ic,0.06976650402242271,0.011184775140351657,6.237631346804993,4.442460615736074e-10,0.04784474757215454,0.09168826047269088,252,252,0,5,full,fixed504,union,raw,2014
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,ew_spread_bp,33.74204046608927,14.037166094932434,2.4037644235235276,0.0162272266036202,6.229700475014948,61.25438045716359,252,252,0,5,full,fixed504,union,raw,2014
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,cap_spread_bp,23.322624635549328,15.80729822409598,1.4754339612570415,0.14009591052805723,-7.65911057656275,54.3043598476614,252,252,0,5,full,fixed504,union,raw,2014
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,rank_ic,0.07250891725397257,0.010720607650021474,6.763508153740458,1.3468978995378413e-11,0.0514969123675459,0.09352092214039924,252,252,0,5,full,select,retain,raw,2014
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,ew_spread_bp,39.040719228316966,13.071626062546859,2.986676565066177,0.0028202792572246393,13.420802926350007,64.66063553028393,252,252,0,5,full,select,retain,raw,2014
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,cap_spread_bp,24.914667985075024,12.479266856391236,1.996484911476592,0.04588116650445487,0.45575439308382215,49.373581577066226,252,252,0,5,full,select,retain,raw,2014
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,rank_ic,0.07206574157991384,0.011048565410239878,6.522633383074591,6.908358000524101e-11,0.05041095129500867,0.09372053186481902,252,252,0,5,full,select,recent,raw,2014
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,ew_spread_bp,36.3687084075242,13.272416270404245,2.740172374537534,0.0061406969532081,10.355250529708456,62.38216628533995,252,252,0,5,full,select,recent,raw,2014
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,cap_spread_bp,25.219463665541248,13.996555670429212,1.801833555295528,0.07157159666495527,-2.213281356109878,52.65220868719237,252,252,0,5,full,select,recent,raw,2014
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,rank_ic,0.07229539714320173,0.010940412453171853,6.60810526592549,3.892698682457393e-11,0.05085258275897139,0.09373821152743206,252,252,0,5,full,select,union,raw,2014
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,ew_spread_bp,37.76899915682367,13.439043250429648,2.8103934523475984,0.0049480969260448215,11.428958399305454,64.10903991434188,252,252,0,5,full,select,union,raw,2014
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,cap_spread_bp,21.946526214081636,14.496436165321601,1.5139256272229276,0.13004470352003783,-6.465966574132629,50.3590190022959,252,252,0,5,full,select,union,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,rank_ic,0.07107655447347386,0.010381341866344202,6.846567176821384,7.564313355517155e-12,0.050729498304241394,0.09142361064270632,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,ew_spread_bp,35.5427774480192,12.93286760157454,2.748251860530295,0.005991396629615726,10.194822732108197,60.89073216393021,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,cap_spread_bp,22.025624564381452,13.600897007189825,1.619424406547456,0.10535597903363753,-4.631643727149214,48.682892855912115,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,rank_ic,0.0700420761485569,0.010163731905629542,6.891373837769335,5.525611487118507e-12,0.050121527665002344,0.08996262463211145,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,ew_spread_bp,32.96274543138072,13.040265030103287,2.52776652585562,0.011479065923933447,7.404295623521151,58.521195239240285,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,cap_spread_bp,20.04000305297996,13.167088958476745,1.5219767342787298,0.12801491039181842,-5.767017086869473,45.84702319282939,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.07260203878188241,0.010622295481017,6.834872830606982,8.207780592616944e-12,0.05178272220594653,0.0934213553578183,252,252,0,5,full,fixed504,union,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,37.701377083451284,13.300357660374084,2.834613778528336,0.004588111671288795,11.633155087616665,63.7695990792859,252,252,0,5,full,fixed504,union,raw,2014
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,23.658758418659083,14.365856275145742,1.646874224935058,0.09958390080358062,-4.497802487705304,51.81531932502347,252,252,0,5,full,fixed504,union,raw,2014
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,rank_ic,0.07230804655295694,0.009990797901948088,7.237464641223273,4.571498757394224e-13,0.052726442488320355,0.09188965061759354,252,252,0,5,full,select,retain,raw,2014
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,ew_spread_bp,36.02030675642026,12.960266116717495,2.7792875880810453,0.005447826993906811,10.618651937599186,61.42196157524134,252,252,0,5,full,select,retain,raw,2014
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,cap_spread_bp,17.992770530266892,11.961876902502048,1.5041761988457991,0.1325360044403745,-5.4520773861386616,41.437618446672445,252,252,0,5,full,select,retain,raw,2014
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,rank_ic,0.07209886246811094,0.010336961169332732,6.974860530772898,3.061744013507372e-12,0.051838790866629736,0.09235893406959214,252,252,0,5,full,select,recent,raw,2014
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,ew_spread_bp,36.40983249892454,14.069213964675061,2.587908080035049,0.009656074418126014,8.834679837373432,63.984985160475645,252,252,0,5,full,select,recent,raw,2014
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,cap_spread_bp,27.970203701472425,12.701238234918542,2.2021635358807843,0.027653758774120362,3.0762342019689974,52.864173200975856,252,252,0,5,full,select,recent,raw,2014
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,rank_ic,0.07344434243132135,0.010250866832198556,7.164695789494455,7.795947642154909e-13,0.05335301262989599,0.09353567223274671,252,252,0,5,full,select,union,raw,2014
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,ew_spread_bp,38.469726036727984,13.482978462060112,2.853206815169091,0.00432804441773124,12.043573846760918,64.89587822669505,252,252,0,5,full,select,union,raw,2014
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,cap_spread_bp,19.830647194588117,12.476546299604736,1.5894340243194034,0.11196243813215394,-4.6229342040836485,44.28422859325988,252,252,0,5,full,select,union,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,rank_ic,0.071619643811368,0.010961008164271927,6.534037995228996,6.401969267096353e-11,0.05013646257514553,0.09310282504759046,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,ew_spread_bp,35.06825266001574,14.195050972899914,2.470456268664714,0.013494081675417607,7.246463994421653,62.89004132560982,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,cap_spread_bp,23.331612214838763,15.736115589334245,1.482679259845591,0.13815964757145135,-7.510607596815646,54.17383202649317,252,252,0,5,full,fixed504,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,rank_ic,0.07079715613949698,0.010756434010457302,6.5818426507027015,4.6465319658751306e-11,0.04971493287691894,0.09187937940207502,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,ew_spread_bp,35.360340491869074,13.296306584951584,2.659410736804835,0.007827746934164562,9.30005845796121,61.420622525776935,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,cap_spread_bp,32.30006134926867,12.732671218322835,2.5367859418837075,0.011187533742306978,7.344484334366179,57.255638364171155,252,252,0,5,full,fixed504,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07218015091468646,0.011054388578552355,6.529547102652956,6.596886340771738e-11,0.050513947429612925,0.09384635439976,252,252,0,5,full,fixed504,union,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,37.23712351666585,14.29825273489448,2.6043128630528196,0.009205867887012354,9.213063114421338,65.26118391891035,252,252,0,5,full,fixed504,union,raw,2014
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,32.5027695376969,13.94807414228802,2.3302693408514674,0.01979192012018975,5.165046565117976,59.84049251027582,252,252,0,5,full,fixed504,union,raw,2014
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,rank_ic,0.0718023265408258,0.010657751703472057,6.737098830838235,1.6158028267284863e-11,0.05091351704585016,0.09269113603580144,252,252,0,5,full,select,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,ew_spread_bp,31.938265810544543,13.990733742227182,2.282815640622741,0.022441230264197344,4.516931558489976,59.359600062599114,252,252,0,5,full,select,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,cap_spread_bp,19.56080032618355,15.858671502586242,1.2334450791160887,0.21740975520716077,-11.521624661537189,50.64322531390429,252,252,0,5,full,select,retain,raw,2014
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,rank_ic,0.07061762501259872,0.010646580938977052,6.63289232640576,3.29171939297304e-11,0.049750709813713066,0.09148454021148436,252,252,0,5,full,select,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,ew_spread_bp,32.205197824228456,13.118687896128547,2.4549099787435695,0.014091987265429347,6.49304202339497,57.91735362506194,252,252,0,5,full,select,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,cap_spread_bp,26.97153219234213,12.440820258796991,2.1679866464809963,0.030159702556044506,2.587972546963755,51.35509183772051,252,252,0,5,full,select,recent,raw,2014
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,rank_ic,0.07212708915527843,0.010799267896682683,6.678886925051135,2.407638325295308e-11,0.05096091301838075,0.09329326529217612,252,252,0,5,full,select,union,raw,2014
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,ew_spread_bp,34.7206817767439,14.051104758387297,2.4710286040689184,0.01347250420327414,7.181022507305421,62.26034104618238,252,252,0,5,full,select,union,raw,2014
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,cap_spread_bp,31.012570320590196,13.387220107421584,2.3165802961137167,0.020526605742163567,4.774101056933457,57.25103958424694,252,252,0,5,full,select,union,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,rank_ic,0.07119979971488108,0.01080999302209328,6.586479710890112,4.50377067063186e-11,0.050012602718448956,0.0923869967113132,252,252,0,5,full,fixed504,retain,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,ew_spread_bp,37.553817560427106,13.660146184571078,2.7491519529156694,0.005974968005421831,10.78042301511556,64.32721210573865,252,252,0,5,full,fixed504,retain,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,cap_spread_bp,30.147792611121922,15.17442274139692,1.986750542337045,0.04695004782658489,0.4064705517984031,59.88911467044544,252,252,0,5,full,fixed504,retain,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,rank_ic,0.07001505201003642,0.010495963718672886,6.670664446512507,2.54647855118345e-11,0.049443341138398475,0.09058676288167437,252,252,0,5,full,fixed504,recent,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,ew_spread_bp,31.30500685420536,13.687578406334788,2.287110687140758,0.02218936324999883,4.477846142221026,58.13216756618969,252,252,0,5,full,fixed504,recent,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,cap_spread_bp,22.118013947639326,14.724896289165317,1.5020828339493242,0.1330757175686106,-6.742252455212185,50.978280350490834,252,252,0,5,full,fixed504,recent,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,rank_ic,0.07202342931844097,0.01091924934134563,6.5960055555948305,4.223831028029806e-11,0.05062209387119083,0.09342476476569112,252,252,0,5,full,fixed504,union,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,36.590394464018935,13.986584557077714,2.616106477939454,0.0088938817895742,9.177192465422511,64.00359646261536,252,252,0,5,full,fixed504,union,raw,2014
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,26.638000549676292,14.741154375646259,1.8070498327922484,0.07075450964994731,-2.254131117135401,55.530132216487985,252,252,0,5,full,fixed504,union,raw,2014
