model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,year
ols_all_raw_fit504_val126,ols,all,504,rank_ic,0.007775893627810634,0.0031945699431535583,2.4340971605506834,0.014928987149321504,0.0015146515931354918,0.014037135662485777,252,252,0,5,raw,2014
ols_all_raw_fit504_val126,ols,all,504,ew_spread_bp,12.773867712118205,6.571432497564936,1.943848273089863,0.05191375053821127,-0.10590330994516428,25.653638734181577,252,252,0,5,raw,2014
ols_all_raw_fit504_val126,ols,all,504,cap_spread_bp,-6.1712560322403425,4.04440288862076,-1.5258756860261495,0.12704082696750033,-14.098140032906791,1.755627968426107,252,252,0,5,raw,2014
ridge_all_raw_fit504_val126,ridge,all,504,rank_ic,0.016101459019820182,0.003250645053363715,4.953311959778153,7.296086268958078e-07,0.009730311788704019,0.022472606250936347,252,252,0,5,raw,2014
ridge_all_raw_fit504_val126,ridge,all,504,ew_spread_bp,13.274676894306504,6.985854207764359,1.90022243515367,0.05740393527203966,-0.41734575415923203,26.96669954277224,252,252,0,5,raw,2014
ridge_all_raw_fit504_val126,ridge,all,504,cap_spread_bp,-5.100388035391551,3.519870115597402,-1.4490273413187857,0.14732994723822532,-11.999206692221296,1.798430621438194,252,252,0,5,raw,2014
lasso_all_raw_fit504_val126,lasso,all,504,rank_ic,0.010747803103494971,0.0033620553287383235,3.1967954279706317,0.0013896344278937652,0.004158295745136886,0.017337310461853057,252,252,0,5,raw,2014
lasso_all_raw_fit504_val126,lasso,all,504,ew_spread_bp,15.307520142844446,6.42909885935769,2.380974453451439,0.017266909362220553,2.7067179254558322,27.908322360233058,252,252,0,5,raw,2014
lasso_all_raw_fit504_val126,lasso,all,504,cap_spread_bp,-4.06400866951954,3.6311594570334216,-1.1192041323461313,0.2630530629326957,-11.180950427427064,3.0529330883879844,252,252,0,5,raw,2014
enet_all_raw_fit504_val126,enet,all,504,rank_ic,0.010743361999680902,0.0033619712500126,3.1955543937624804,0.001395624734266193,0.004154019432597101,0.017332704566764702,252,252,0,5,raw,2014
enet_all_raw_fit504_val126,enet,all,504,ew_spread_bp,15.338368426774329,6.434825737736159,2.383649387243629,0.017141925464997407,2.726341734020073,27.950395119528586,252,252,0,5,raw,2014
enet_all_raw_fit504_val126,enet,all,504,cap_spread_bp,-4.036066744567882,3.6271646369136845,-1.1127332637434753,0.2658230048687379,-11.145178798916007,3.073045309780242,252,252,0,5,raw,2014
ols_textcore_raw_fit504_val126,ols,textcore,504,rank_ic,0.020806035804023154,0.0036220394588589696,5.744287449197906,9.230886420986486e-09,0.013706968914076627,0.02790510269396968,252,252,0,5,raw,2014
ols_textcore_raw_fit504_val126,ols,textcore,504,ew_spread_bp,5.1771801020332955,5.717397009578678,0.9055134868821726,0.36519341815011275,-6.02871212205792,16.383072326124513,252,252,0,5,raw,2014
ols_textcore_raw_fit504_val126,ols,textcore,504,cap_spread_bp,3.6266194946787453,3.512204472457168,1.032576412654452,0.30180217121773667,-3.2571747776778044,10.510413767035296,252,252,0,5,raw,2014
ridge_textcore_raw_fit504_val126,ridge,textcore,504,rank_ic,0.025459208165261996,0.004821389543703087,5.280471103711722,1.288521457077827e-07,0.01600945830416594,0.03490895802635805,252,252,0,5,raw,2014
ridge_textcore_raw_fit504_val126,ridge,textcore,504,ew_spread_bp,9.105038074937902,6.410793098004969,1.4202670302636,0.15552995573497735,-3.459885509489796,21.669961659365597,252,252,0,5,raw,2014
ridge_textcore_raw_fit504_val126,ridge,textcore,504,cap_spread_bp,6.796982264623615,4.911877536007327,1.3837849610046704,0.16642430930952723,-2.8301208024220887,16.424085331669318,252,252,0,5,raw,2014
lasso_textcore_raw_fit504_val126,lasso,textcore,504,rank_ic,0.023159080101401202,0.004014598134604967,5.768716898903266,7.987735877211775e-09,0.015290612345173782,0.031027547857628623,252,252,0,5,raw,2014
lasso_textcore_raw_fit504_val126,lasso,textcore,504,ew_spread_bp,6.427184516278278,5.891079734729233,1.0910028052054002,0.27527164824159667,-5.119119593844794,17.973488626401352,252,252,0,5,raw,2014
lasso_textcore_raw_fit504_val126,lasso,textcore,504,cap_spread_bp,5.637260937791604,3.902258015886187,1.4446151215122573,0.14856602295495613,-2.0110242317280527,13.28554610731126,252,252,0,5,raw,2014
enet_textcore_raw_fit504_val126,enet,textcore,504,rank_ic,0.023166794912492638,0.004017138765028149,5.766988960942777,8.070033609682928e-09,0.015293347612137754,0.03104024221284752,252,252,0,5,raw,2014
enet_textcore_raw_fit504_val126,enet,textcore,504,ew_spread_bp,5.906225297790453,5.86608013743502,1.0068436092611899,0.31400993428797375,-5.591080502007957,17.40353109758886,252,252,0,5,raw,2014
enet_textcore_raw_fit504_val126,enet,textcore,504,cap_spread_bp,5.541496481376846,3.901434128712187,1.4203742261325896,0.1554987621951441,-2.1051738989544457,13.188166861708138,252,252,0,5,raw,2014
ols_textall_raw_fit504_val126,ols,textall,504,rank_ic,0.019366471816109895,0.003338671165406826,5.800652671869241,6.605729932159703e-09,0.012822796575690146,0.025910147056529644,252,252,0,5,raw,2014
ols_textall_raw_fit504_val126,ols,textall,504,ew_spread_bp,14.328607511492688,5.986737223117068,2.3933917553896453,0.016693406261484217,2.594818169277902,26.062396853707476,252,252,0,5,raw,2014
ols_textall_raw_fit504_val126,ols,textall,504,cap_spread_bp,-1.7049412357516556,4.069971268930918,-0.4189074376929206,0.6752837811469836,-9.681938340969038,6.272055869465727,252,252,0,5,raw,2014
ridge_textall_raw_fit504_val126,ridge,textall,504,rank_ic,0.028704215377342256,0.004784867780119396,5.998956856572953,1.9858910739386197e-09,0.019326046857522122,0.03808238389716239,252,252,0,5,raw,2014
ridge_textall_raw_fit504_val126,ridge,textall,504,ew_spread_bp,21.06065683231664,6.999569811901838,3.008850171978539,0.0026223840511255046,7.341752093715234,34.77956157091804,252,252,0,5,raw,2014
ridge_textall_raw_fit504_val126,ridge,textall,504,cap_spread_bp,0.2826315038117706,4.479809270996687,0.06309007520511907,0.9496947773946167,-8.49763332495037,9.062896332573912,252,252,0,5,raw,2014
lasso_textall_raw_fit504_val126,lasso,textall,504,rank_ic,0.0246463243709015,0.004213430424194936,5.849467509745506,4.931491961463779e-09,0.016388152488114104,0.032904496253688895,252,252,0,5,raw,2014
lasso_textall_raw_fit504_val126,lasso,textall,504,ew_spread_bp,17.30876115673981,5.8644495675993875,2.9514724199129145,0.003162627889397797,5.814651215093516,28.802871098386102,252,252,0,5,raw,2014
lasso_textall_raw_fit504_val126,lasso,textall,504,cap_spread_bp,2.07219133702297,4.648894361512349,0.4457385296122018,0.6557861293429006,-7.039474179472565,11.183856853518504,252,252,0,5,raw,2014
enet_textall_raw_fit504_val126,enet,textall,504,rank_ic,0.024477736342221425,0.004156291170343396,5.8893218350241465,3.877836142620129e-09,0.016331555339086538,0.032623917345356315,252,252,0,5,raw,2014
enet_textall_raw_fit504_val126,enet,textall,504,ew_spread_bp,16.85867628494024,5.683856718348847,2.9660628549126526,0.003016388356082592,5.71852182369048,27.998830746190002,252,252,0,5,raw,2014
enet_textall_raw_fit504_val126,enet,textall,504,cap_spread_bp,2.371925351409988,4.626684687378948,0.5126619840509818,0.6081877865688945,-6.6962100036757075,11.440060706495684,252,252,0,5,raw,2014
ols_core_raw_fit252_val126,ols,core,252,rank_ic,0.021898443118621807,0.003978045734674723,5.504824373370961,3.6953647269808195e-08,0.01410161674980617,0.029695269487437444,252,252,0,5,raw,2014
ols_core_raw_fit252_val126,ols,core,252,ew_spread_bp,17.904909499875046,6.584311098847692,2.71932921015967,0.006541446658686442,4.999896883126221,30.809922116623873,252,252,0,5,raw,2014
ols_core_raw_fit252_val126,ols,core,252,cap_spread_bp,-2.8024466109395916,2.8601490343353984,-0.9798253787816288,0.3271723223786026,-8.408235708653987,2.803342486774804,252,252,0,5,raw,2014
ridge_core_raw_fit252_val126,ridge,core,252,rank_ic,0.021898005743117923,0.0039757996937753465,5.5078241938099195,3.632959486121274e-08,0.014105581533572869,0.029690429952662977,252,252,0,5,raw,2014
ridge_core_raw_fit252_val126,ridge,core,252,ew_spread_bp,18.838825268148348,6.649884171235858,2.832955399379117,0.004611982040143901,5.805291791163082,31.872358745133614,252,252,0,5,raw,2014
ridge_core_raw_fit252_val126,ridge,core,252,cap_spread_bp,-3.0931774724820342,2.8811525124746913,-1.0735903285540513,0.2830063341832598,-8.740132630899518,2.5537776859354495,252,252,0,5,raw,2014
lasso_core_raw_fit252_val126,lasso,core,252,rank_ic,0.021720999988422102,0.003977903185973976,5.460414437689184,4.750243829814336e-08,0.013924453009925973,0.02951754696691823,252,252,0,5,raw,2014
lasso_core_raw_fit252_val126,lasso,core,252,ew_spread_bp,17.331719096597958,6.621103180376436,2.617648241454014,0.008853802174680993,4.354595325136534,30.30884286805938,252,252,0,5,raw,2014
lasso_core_raw_fit252_val126,lasso,core,252,cap_spread_bp,-3.0024452548693623,2.8806203496915823,-1.042291204806223,0.297276688807135,-8.64835739339804,2.643466883659315,252,252,0,5,raw,2014
enet_core_raw_fit252_val126,enet,core,252,rank_ic,0.021720684033162924,0.003978042402060206,5.4601439195102355,4.757487653113965e-08,0.013923864196151716,0.029517503870174135,252,252,0,5,raw,2014
enet_core_raw_fit252_val126,enet,core,252,ew_spread_bp,17.331719096597958,6.621103180376436,2.617648241454014,0.008853802174680993,4.354595325136534,30.30884286805938,252,252,0,5,raw,2014
enet_core_raw_fit252_val126,enet,core,252,cap_spread_bp,-3.0024452548693623,2.8806203496915823,-1.042291204806223,0.297276688807135,-8.64835739339804,2.643466883659315,252,252,0,5,raw,2014
ols_all_raw_fit252_val126,ols,all,252,rank_ic,0.011218999750651746,0.0037409149382798272,2.9989988908463507,0.002708682928205251,0.0038869412023954057,0.018551058298908088,252,252,0,5,raw,2014
ols_all_raw_fit252_val126,ols,all,252,ew_spread_bp,13.795635756240118,6.41696747416777,2.1498684248869915,0.03156562385675809,1.2186106169063304,26.372660895573908,252,252,0,5,raw,2014
ols_all_raw_fit252_val126,ols,all,252,cap_spread_bp,-1.9578652177668963,4.023058779164624,-0.4866608531564734,0.6264986914502773,-9.842915532617239,5.927185097083446,252,252,0,5,raw,2014
ridge_all_raw_fit252_val126,ridge,all,252,rank_ic,0.01663880146844147,0.00414721664854093,4.012040575284467,6.019615027476712e-05,0.008510406201216342,0.024767196735666602,252,252,0,5,raw,2014
ridge_all_raw_fit252_val126,ridge,all,252,ew_spread_bp,18.784086109993257,6.5628705026237935,2.8621753396602143,0.004207440717501199,5.92109628965034,31.647075930336175,252,252,0,5,raw,2014
ridge_all_raw_fit252_val126,ridge,all,252,cap_spread_bp,0.24423834757342008,3.6684437693618444,0.0665781903523377,0.9469175087909886,-6.945779319686156,7.434256014832996,252,252,0,5,raw,2014
lasso_all_raw_fit252_val126,lasso,all,252,rank_ic,0.015297727286249597,0.003833564888705445,3.9904704186226727,6.594237367645738e-05,0.007784078171989625,0.02281137640050957,252,252,0,5,raw,2014
lasso_all_raw_fit252_val126,lasso,all,252,ew_spread_bp,16.758496236016143,6.491556530869671,2.581583655063852,0.009834815253749919,4.035279231905813,29.481713240126474,252,252,0,5,raw,2014
lasso_all_raw_fit252_val126,lasso,all,252,cap_spread_bp,1.2467686717096276,3.9734469566589157,0.3137750888105416,0.7536918658016288,-6.541044257822132,9.034581601241387,252,252,0,5,raw,2014
enet_all_raw_fit252_val126,enet,all,252,rank_ic,0.015298560066972593,0.0038323698611802378,3.9919320475662974,6.553715436863594e-05,0.007787253163622561,0.022809866970322626,252,252,0,5,raw,2014
enet_all_raw_fit252_val126,enet,all,252,ew_spread_bp,16.960245265216564,6.491085838767113,2.6128517919026497,0.008979023048246193,4.237950800675055,29.682539729758073,252,252,0,5,raw,2014
enet_all_raw_fit252_val126,enet,all,252,cap_spread_bp,1.1444404277196603,3.968430010564922,0.28838619420599143,0.7730511344727442,-6.633539468155493,8.922420323594814,252,252,0,5,raw,2014
ols_textcore_raw_fit252_val126,ols,textcore,252,rank_ic,0.023554650863343723,0.003859380478167472,6.10322071031671,1.0395213724643483e-09,0.015990404123498506,0.03111889760318894,252,252,0,5,raw,2014
ols_textcore_raw_fit252_val126,ols,textcore,252,ew_spread_bp,12.82382501299839,5.589196803456823,2.2943949665660495,0.02176782202301556,1.8692005757166203,23.778449450280156,252,252,0,5,raw,2014
ols_textcore_raw_fit252_val126,ols,textcore,252,cap_spread_bp,-4.986320923902605,3.8008884911816807,-1.3118829809059667,0.18955962072429056,-12.435925475871485,2.463283628066276,252,252,0,5,raw,2014
ridge_textcore_raw_fit252_val126,ridge,textcore,252,rank_ic,0.027345003464990934,0.004523982667480342,6.044453631874963,1.4991715959420018e-09,0.018478160370046022,0.03621184655993585,252,252,0,5,raw,2014
ridge_textcore_raw_fit252_val126,ridge,textcore,252,ew_spread_bp,6.903557940201161,6.397407931457664,1.0791179824964154,0.28053513582378187,-5.635131199866748,19.44224708026907,252,252,0,5,raw,2014
ridge_textcore_raw_fit252_val126,ridge,textcore,252,cap_spread_bp,-0.8416368602290476,4.814865133483396,-0.1747996749433667,0.8612370437630242,-10.278599112274144,8.595325391816047,252,252,0,5,raw,2014
lasso_textcore_raw_fit252_val126,lasso,textcore,252,rank_ic,0.02287881955771247,0.004371648983436684,5.23345301610349,1.663723108041632e-07,0.01431054499712543,0.03144709411829951,252,252,0,5,raw,2014
lasso_textcore_raw_fit252_val126,lasso,textcore,252,ew_spread_bp,9.493568359427877,6.369000931333876,1.4905898839992187,0.13606920183789487,-2.9894440834885803,21.976580802344337,252,252,0,5,raw,2014
lasso_textcore_raw_fit252_val126,lasso,textcore,252,cap_spread_bp,-5.127230368117473,4.049676469008969,-1.2660839470398981,0.20548302921997186,-13.06445039641439,2.8099896601794425,252,252,0,5,raw,2014
enet_textcore_raw_fit252_val126,enet,textcore,252,rank_ic,0.022860819070323696,0.00436711065212181,5.234769826410629,1.6519058926629501e-07,0.01430143947566372,0.031420198664983676,252,252,0,5,raw,2014
enet_textcore_raw_fit252_val126,enet,textcore,252,ew_spread_bp,9.752536084566747,6.291798426630929,1.550039499563075,0.12113203568815122,-2.579162229615651,22.084234398749146,252,252,0,5,raw,2014
enet_textcore_raw_fit252_val126,enet,textcore,252,cap_spread_bp,-4.837790947691018,4.011019121068118,-1.206125127222713,0.22776924764943174,-12.699243966286033,3.0236620709039963,252,252,0,5,raw,2014
ols_textall_raw_fit252_val126,ols,textall,252,rank_ic,0.02243756088811999,0.003724685834398564,6.024014342606441,1.7014327882243021e-09,0.015137310798972285,0.029737810977267694,252,252,0,5,raw,2014
ols_textall_raw_fit252_val126,ols,textall,252,ew_spread_bp,18.008963925133216,6.138338170881764,2.933850078602993,0.0033478587431061036,5.978042185277486,30.039885664988944,252,252,0,5,raw,2014
ols_textall_raw_fit252_val126,ols,textall,252,cap_spread_bp,-8.829185581670531,3.7750207230379904,-2.338844268532954,0.019343494699090535,-16.228090239717346,-1.430280923623716,252,252,0,5,raw,2014
ridge_textall_raw_fit252_val126,ridge,textall,252,rank_ic,0.029460548623558347,0.004748662712309087,6.203967392165624,5.505719831007502e-10,0.020153340732704247,0.038767756514412444,252,252,0,5,raw,2014
ridge_textall_raw_fit252_val126,ridge,textall,252,ew_spread_bp,18.87633326344934,6.939583565588772,2.720095966139983,0.006526297285981119,5.274999407189295,32.47766711970938,252,252,0,5,raw,2014
ridge_textall_raw_fit252_val126,ridge,textall,252,cap_spread_bp,-3.5187315697907477,5.3351835119666875,-0.6595333716072405,0.509553323769893,-13.975499104157375,6.938035964575881,252,252,0,5,raw,2014
lasso_textall_raw_fit252_val126,lasso,textall,252,rank_ic,0.02356678504957834,0.004058675485283532,5.8065211508113475,6.378421838483964e-09,0.015611927273486991,0.03152164282566969,252,252,0,5,raw,2014
lasso_textall_raw_fit252_val126,lasso,textall,252,ew_spread_bp,15.926091447859122,5.769000044469208,2.7606329216668333,0.005768947703066786,4.619059133889504,27.23312376182874,252,252,0,5,raw,2014
lasso_textall_raw_fit252_val126,lasso,textall,252,cap_spread_bp,-4.044731760934376,4.754702549768684,-0.8506802935824349,0.394946972938916,-13.36377751568176,5.274313993813008,252,252,0,5,raw,2014
enet_textall_raw_fit252_val126,enet,textall,252,rank_ic,0.023611434261817152,0.004062943260821209,5.811411271602344,6.194836449711569e-09,0.015648211799377858,0.031574656724256446,252,252,0,5,raw,2014
enet_textall_raw_fit252_val126,enet,textall,252,ew_spread_bp,16.003532026393245,5.814103400750912,2.7525365345800923,0.0059135547715176845,4.608098758529609,27.398965294256882,252,252,0,5,raw,2014
enet_textall_raw_fit252_val126,enet,textall,252,cap_spread_bp,-4.472416545499452,4.747254260606839,-0.9421059627271249,0.3461383920183084,-13.776863921743182,4.832030830744277,252,252,0,5,raw,2014
ols_core_raw_fit756_val126,ols,core,756,rank_ic,0.010618038630117219,0.003481311882091459,3.0500107401288754,0.0022883318287138894,0.0037947927222666085,0.017441284537967828,252,252,0,5,raw,2014
ols_core_raw_fit756_val126,ols,core,756,ew_spread_bp,2.5647151295559913,5.352698488423899,0.47914432974370114,0.631835955144054,-7.926381127856838,13.05581138696882,252,252,0,5,raw,2014
ols_core_raw_fit756_val126,ols,core,756,cap_spread_bp,-4.729891148014526,3.8404974484588004,-1.2315829424421676,0.2181049160072166,-12.257127829711749,2.7973455336826953,252,252,0,5,raw,2014
ridge_core_raw_fit756_val126,ridge,core,756,rank_ic,0.011189749982923464,0.0035156684382313384,3.182822891157734,0.0014584679639317196,0.004299166462405861,0.018080333503441067,252,252,0,5,raw,2014
ridge_core_raw_fit756_val126,ridge,core,756,ew_spread_bp,3.1841005577986228,5.2651903500391235,0.6047455734957357,0.5453480620123154,-7.135482900025901,13.503684015623145,252,252,0,5,raw,2014
ridge_core_raw_fit756_val126,ridge,core,756,cap_spread_bp,-5.057894769333071,3.6489315477567157,-1.3861303516210262,0.16570710392884735,-12.209669184988229,2.0938796463220877,252,252,0,5,raw,2014
lasso_core_raw_fit756_val126,lasso,core,756,rank_ic,0.008696611219834114,0.003378705700467625,2.573947538144702,0.010054551758492914,0.002074469732557394,0.015318752707110835,252,252,0,5,raw,2014
lasso_core_raw_fit756_val126,lasso,core,756,ew_spread_bp,3.100608867076552,4.918209249628603,0.630434515837384,0.528410334229192,-6.538904130627275,12.74012186478038,252,252,0,5,raw,2014
lasso_core_raw_fit756_val126,lasso,core,756,cap_spread_bp,-3.195477473503334,3.2885211081728727,-0.9717065417526742,0.3311965614085778,-9.640860407921911,3.2499054609152433,252,252,0,5,raw,2014
enet_core_raw_fit756_val126,enet,core,756,rank_ic,0.008696794146048504,0.0033788546057774717,2.573888243423655,0.01005627499166038,0.002074360809727377,0.015319227482369632,252,252,0,5,raw,2014
enet_core_raw_fit756_val126,enet,core,756,ew_spread_bp,3.0976075381201444,4.925167023582772,0.6289345159845595,0.5293919280368518,-6.555542445946424,12.750757522186712,252,252,0,5,raw,2014
enet_core_raw_fit756_val126,enet,core,756,cap_spread_bp,-3.2063736476887432,3.2902951940573155,-0.9744942196918547,0.3298112077944365,-9.65523372654631,3.2424864311688233,252,252,0,5,raw,2014
ols_all_raw_fit756_val126,ols,all,756,rank_ic,0.005500892597515703,0.003453310931428717,1.592932900264458,0.11117524465407318,-0.0012674724555030506,0.012269257650534457,252,252,0,5,raw,2014
ols_all_raw_fit756_val126,ols,all,756,ew_spread_bp,12.778549688724015,6.23641689633341,2.0490210807165465,0.0404600536069583,0.5553971793334664,25.001702198114565,252,252,0,5,raw,2014
ols_all_raw_fit756_val126,ols,all,756,cap_spread_bp,-2.384206306881512,4.211989344092014,-0.5660523121279357,0.5713582197108025,-10.639553724568344,5.871141110805321,252,252,0,5,raw,2014
ridge_all_raw_fit756_val126,ridge,all,756,rank_ic,0.006166150693134119,0.003615357967080671,1.705543614015395,0.08809308533721284,-0.0009198207135639423,0.01325212209983218,252,252,0,5,raw,2014
ridge_all_raw_fit756_val126,ridge,all,756,ew_spread_bp,2.5684756474258115,6.127594178690174,0.4191654297796277,0.6750952351879932,-9.441388254684222,14.578339549535846,252,252,0,5,raw,2014
ridge_all_raw_fit756_val126,ridge,all,756,cap_spread_bp,-3.071400004142851,3.909446899712183,-0.7856354320527976,0.43208110032663927,-10.733775127050503,4.5909751187648,252,252,0,5,raw,2014
lasso_all_raw_fit756_val126,lasso,all,756,rank_ic,0.006365851647928934,0.003499166929005927,1.8192477744230966,0.06887363716772553,-0.000492389508816307,0.013224092804674174,252,252,0,5,raw,2014
lasso_all_raw_fit756_val126,lasso,all,756,ew_spread_bp,14.390556582547994,6.34299992457337,2.2687303726423904,0.023284727403579016,1.9585051764439108,26.822607988652077,252,252,0,5,raw,2014
lasso_all_raw_fit756_val126,lasso,all,756,cap_spread_bp,-1.7957496879907957,3.879150172602504,-0.4629234775889162,0.6434192183832825,-9.398744316914037,5.8072449409324465,252,252,0,5,raw,2014
enet_all_raw_fit756_val126,enet,all,756,rank_ic,0.00638953946821954,0.003499433349581584,1.8258783151230804,0.06786859326113272,-0.00046922386325872877,0.013248302799697808,252,252,0,5,raw,2014
enet_all_raw_fit756_val126,enet,all,756,ew_spread_bp,14.742599844866497,6.3495439258452535,2.321836027444122,0.02024176652228432,2.297722431954737,27.187477257778255,252,252,0,5,raw,2014
enet_all_raw_fit756_val126,enet,all,756,cap_spread_bp,-1.6711229991193173,3.883664740084104,-0.43029538102795345,0.6669807866447612,-9.28296601771227,5.940720019473636,252,252,0,5,raw,2014
ols_textcore_raw_fit756_val126,ols,textcore,756,rank_ic,0.022836562371790707,0.0037093858886358797,6.156426712505993,7.440458179397132e-10,0.01556629962530328,0.030106825118278134,252,252,0,5,raw,2014
ols_textcore_raw_fit756_val126,ols,textcore,756,ew_spread_bp,10.083108533292013,5.362854144447596,1.8801757910443095,0.06008412382370628,-0.4278924441666394,20.594109510750663,252,252,0,5,raw,2014
ols_textcore_raw_fit756_val126,ols,textcore,756,cap_spread_bp,3.920329675217192,3.593178434884739,1.0910478692503194,0.27525181964432166,-3.1221706471828954,10.96282999761728,252,252,0,5,raw,2014
ridge_textcore_raw_fit756_val126,ridge,textcore,756,rank_ic,0.022298051713250968,0.004277520884516508,5.212844616133613,1.8596665980739728e-07,0.013914264836480696,0.03068183859002124,252,252,0,5,raw,2014
ridge_textcore_raw_fit756_val126,ridge,textcore,756,ew_spread_bp,1.4841469061846575,5.300901798679744,0.2799800793431606,0.7794927883096432,-8.905429704811233,11.873723517180547,252,252,0,5,raw,2014
ridge_textcore_raw_fit756_val126,ridge,textcore,756,cap_spread_bp,1.6731761948621628,3.8122126880936555,0.4388989628222594,0.6607347482933528,-5.798623375208029,9.144975764932354,252,252,0,5,raw,2014
lasso_textcore_raw_fit756_val126,lasso,textcore,756,rank_ic,0.020840724783164222,0.003911411838568016,5.328184717770373,9.919921062118278e-08,0.013174498450867315,0.02850695111546113,252,252,0,5,raw,2014
lasso_textcore_raw_fit756_val126,lasso,textcore,756,ew_spread_bp,6.682112392157101,5.286017704959616,1.2641108609771767,0.2061902388647786,-3.6782919312048206,17.04251671551902,252,252,0,5,raw,2014
lasso_textcore_raw_fit756_val126,lasso,textcore,756,cap_spread_bp,1.4978349564328095,2.8979402927560387,0.5168619105703928,0.605252558356691,-4.182023646716487,7.177693559582106,252,252,0,5,raw,2014
enet_textcore_raw_fit756_val126,enet,textcore,756,rank_ic,0.020847643177337043,0.0039112248863957585,5.330208255181256,9.810020756335222e-08,0.013181783264564591,0.028513503090109495,252,252,0,5,raw,2014
enet_textcore_raw_fit756_val126,enet,textcore,756,ew_spread_bp,6.5984379031112095,5.2721140680265846,1.2515734329665373,0.2107253402440623,-3.734715792607849,16.931591598830266,252,252,0,5,raw,2014
enet_textcore_raw_fit756_val126,enet,textcore,756,cap_spread_bp,1.5560449523837818,2.8973467392697105,0.5370585892581121,0.5912271441011328,-4.122650307309414,7.234740212076977,252,252,0,5,raw,2014
ols_textall_raw_fit756_val126,ols,textall,756,rank_ic,0.020472441973681244,0.0034964856354180725,5.85514831415384,4.765845115458512e-09,0.013619456055800176,0.027325427891562313,252,252,0,5,raw,2014
ols_textall_raw_fit756_val126,ols,textall,756,ew_spread_bp,11.59775624683052,6.384805972100485,1.816461815364308,0.06929956027213406,-0.9162335067626781,24.11174600042372,252,252,0,5,raw,2014
ols_textall_raw_fit756_val126,ols,textall,756,cap_spread_bp,-1.926898686165629,3.6612623189791904,-0.5262935343848497,0.5986842746442658,-9.102840969318441,5.249043596987184,252,252,0,5,raw,2014
ridge_textall_raw_fit756_val126,ridge,textall,756,rank_ic,0.023498283297616943,0.004548087009572957,5.16663011243123,2.3835229675910185e-07,0.01458419656029947,0.03241237003493441,252,252,0,5,raw,2014
ridge_textall_raw_fit756_val126,ridge,textall,756,ew_spread_bp,9.378839966038374,5.989153200472372,1.565970956511624,0.11735541664584866,-2.3596846047802735,21.11736453685702,252,252,0,5,raw,2014
ridge_textall_raw_fit756_val126,ridge,textall,756,cap_spread_bp,-3.93858868093125,4.534617158053029,-0.8685603533115708,0.38508764772104376,-12.826274994392561,4.94909763253006,252,252,0,5,raw,2014
lasso_textall_raw_fit756_val126,lasso,textall,756,rank_ic,0.021332950152537437,0.00375518693983684,5.680928937578894,1.339651331022228e-08,0.013972918995242053,0.028692981309832822,252,252,0,5,raw,2014
