model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,year
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,16.75556018996308,13.764972047775311,1.2172607493722523,0.22350502308570797,-10.223289271877086,43.73440965180325,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,-19.69175708147027,18.043536597379195,-1.0913468640250092,0.27512028386524134,-55.05643896606389,15.672924803123344,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.06810321292898631,0.009086607945054075,7.494899454317881,6.634920416127233e-14,0.05029378861504481,0.08591263724292782,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,12.820062184737054,14.737545406732195,0.869891276391303,0.38435982325860296,-16.06499603298175,41.70512040245586,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,-4.605373076625868,17.50866094943407,-0.2630339972843398,0.7925243754226952,-38.92171795503951,29.710971801787778,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.06805777580085355,0.009041939459169328,7.526900186423714,5.195905809053718e-14,0.05033590011049009,0.08577965149121701,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,15.136903814614122,14.539589922796537,1.0410818939866426,0.2978375419672995,-13.360168784048597,43.63397641327684,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,-11.556401326508789,17.442161039223862,-0.6625555916219785,0.5076152197317212,-45.74240877593528,22.6296061229177,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06767268474186833,0.00892311031731432,7.583979390073983,3.351144152351404e-14,0.05018370988985449,0.08516165959388217,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,12.707073577164632,14.362920158053845,0.8847137933882675,0.37631101439583825,-15.443732645445245,40.85787979977451,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,-2.649348408720446,16.232435519039164,-0.1632132408973997,0.8703505412698129,-34.46433740740595,29.165640589965054,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06719882006303272,0.009024849054941891,7.445977174126311,9.62294446581403e-14,0.049510440949436275,0.08488719917662918,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,12.699294552092244,14.31692349344887,0.887012810950843,0.3750720032606285,-15.361359864482914,40.7599489686674,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,-0.6163771289568991,16.24219186468987,-0.03794913482686336,0.9697282373135652,-32.45048821373851,31.217733955824713,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2019
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.06806097675057073,0.008864067190669518,7.678301087587984,1.612122336432585e-14,0.05068772430031533,0.08543422920082612,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,14.047792701801173,14.087354895828119,0.9971916520653099,0.31867149220841706,-13.562915531455944,41.65850093505829,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,-2.5570274983259953,16.211776096952413,-0.15772654908592532,0.8746722792051222,-34.33152477378005,29.21746977712806,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2019
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.06840021421196113,0.009915606944839013,6.898237757151401,5.265157491939062e-12,0.04896598171522143,0.08783444670870083,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,-27.585293308355556,21.562679805349713,-1.2793072826463634,0.20078886906298488,-69.84736913701013,14.676782520299025,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,-25.113351349450515,25.801777744371694,-0.9733186448723925,0.3303949586589675,-75.68390646552615,25.457203766625117,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.06642927329616524,0.009676701072179172,6.864867768536485,6.655287118875676e-12,0.047463287705533944,0.08539525888679654,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,ew_spread_bp,-32.03528229302713,21.302956274066528,-1.5037951484708139,0.13263412076746925,-73.7883093544291,9.717744768374843,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,cap_spread_bp,-25.740865606947793,26.295970946891266,-0.9788900991309811,0.32763428474585987,-77.2800216013663,25.798290387470715,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,rank_ic,0.06770659477115731,0.009119919552454671,7.424034212334006,1.1360579447144887e-13,0.04983188090644351,0.08558130863587111,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,-19.727607104473233,19.995569475117183,-0.9865989127752822,0.32383930344301837,-58.91820312607139,19.46298891712492,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,-22.187559507812768,24.710714903757893,-0.8978922541993548,0.36924299456849985,-70.61967075141538,26.24455173578985,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.06892422309115746,0.010131705315915675,6.802825481203634,1.02586896549628e-11,0.04906644556998973,0.08878200061232519,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,-29.37004303935557,22.8461425452074,-1.285558075339801,0.19859733628988663,-74.14765961363031,15.407573534919177,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,-28.002105566480243,28.66583489092226,-0.976845979649028,0.3286454089791727,-84.18610953945954,28.181898406499055,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0687577198101706,0.010126050867517387,6.790181158454717,1.1199282562757658e-11,0.048911024804215955,0.08860441481612526,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,-29.576869089355643,22.863094102939353,-1.2936511985730377,0.1957859291636691,-74.38771010626687,15.233971927555583,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,-27.098598117796982,28.936142743484226,-0.9364965592692545,0.3490175832775648,-83.8123957465361,29.615199510942134,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06731018548732425,0.009414500885792,7.1496286743045685,8.70129514216253e-13,0.048858102818751484,0.085762268155897,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,-28.970581738234657,22.235974078798865,-1.3028699186089165,0.1926191753209523,-72.55229009384664,14.611126617377323,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,-34.25148480985905,27.062199979179532,-1.2656578118634345,0.20563561863034452,-87.29242211147152,18.78945249175343,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06700445986478508,0.00953177042924504,7.029592284262781,2.0713791534307836e-12,0.0483225331145609,0.08568638661500926,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,-35.24952194802265,22.37032911564919,-1.5757265691439382,0.11508883157868753,-79.09456133700283,8.59551744095753,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,-36.082385005620935,27.748309613425008,-1.3003453366457967,0.193482636028116,-90.4680724798005,18.303302468558627,253,253,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2020
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.06749278668165953,0.009464608959865579,7.131069753421498,9.959182918440443e-13,0.04894249399256789,0.08604307937075117,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,-28.53137986838288,22.390530854151944,-1.274260983548419,0.20257093900503598,-72.41601393725354,15.353254200487779,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,-35.11719910315805,27.11285301766747,-1.2952233053553874,0.19524320743645418,-88.25741453591442,18.023016329598313,253,253,0,5,full,daily_rank,original,none,fixed504,union,raw,2020
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.0780523086432751,0.013926309503775443,5.604665659779786,2.086573407574937e-08,0.05075724357831736,0.10534737370823284,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,33.276846540264216,19.648709547682955,1.6935894166234615,0.09034333053021457,-5.233916515882669,71.7876095964111,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,28.822887360142754,22.422982004448013,1.2854172274867457,0.19864652428777396,-15.1253497945651,72.77112451485061,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.0786929110401046,0.01399659030454798,5.622291524424669,1.8844091016041417e-08,0.05126009813682805,0.10612572394338116,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,ew_spread_bp,33.86298540488643,19.626380701761846,1.7253810531580371,0.08445882352928125,-4.604013917438742,72.32998472721161,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,cap_spread_bp,27.74989449728191,22.502510393221055,1.233191053458713,0.21750449245028136,-16.354215435169603,71.85400442973342,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,rank_ic,0.07886939662889991,0.013581066043788703,5.807305286242299,6.348631586396584e-09,0.05225099631141418,0.10548779694638565,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,36.24210304970297,19.21268337105202,1.8863634167994139,0.05924599883526219,-1.4140644039305883,73.89827050333653,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,14.025812677067165,24.30636542061097,0.5770427801259729,0.5639105565665605,-33.6137881424001,61.66541349653443,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.08180786024492305,0.01419628258282288,5.7626255160564614,8.281541152987213e-09,0.05398365766823695,0.10963206282160914,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,38.95419375955869,19.814997222522237,1.9658944849753675,0.04931080026720651,0.11751284965390596,77.79087466946348,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,35.80999250515989,23.833172493173688,1.502527307911551,0.1329609808763993,-10.902167218791227,82.52215222911101,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0815339203203743,0.014209528228765022,5.737975181703875,9.58151522139199e-09,0.053683756754689636,0.10938408388605897,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,38.82052886800064,19.97633478427533,1.9433259047379803,0.05197679349115356,-0.33236785229371435,77.973425588295,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,33.80613145137678,24.001918414742622,1.4084762254092216,0.15899010202926522,-13.236764201387466,80.84902710414102,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.08094202568392073,0.014110148998522714,5.736440181630619,9.668717638975643e-09,0.05328664183032229,0.10859740953751916,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,39.83696577030852,19.41597962310636,2.0517618242089504,0.040192815083417995,1.7823449844564792,77.89158655616055,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,31.443083640950185,22.97891219357392,1.3683451756146787,0.17120405638224934,-13.59475666236299,76.48092394426337,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.08088077771283925,0.014088061103271264,5.741086521413414,9.40710090833127e-09,0.05326868533842795,0.10849287008725055,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,39.39181345181016,19.63687116006837,2.0060127262999776,0.0448548902207144,0.9042532090228832,77.87937369459743,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,27.70362642137698,23.017362395903397,1.2035969171822936,0.2287454116090002,-17.409574893700245,72.8168277364542,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2021
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.08099715137041501,0.014112039144531177,5.739578138982398,9.49126831243714e-09,0.05333806289871447,0.10865623984211555,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,40.348247757760184,19.445924646302405,2.07489479115267,0.03799628657942656,2.23493580492768,78.4615597105927,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,32.13083053832038,23.024653323420008,1.3954968219060147,0.16286607249344842,-12.996660732103294,77.25832180874406,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2021
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.08155454143084873,0.011520190377837011,7.079270285996881,1.4491549841356038e-12,0.05897538319524331,0.10413369966645414,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,47.81940377949064,16.310181959934827,2.931874328377004,0.003369230558106714,15.85203455672347,79.78677300225782,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,54.441594786710134,20.03273296815348,2.7176319313623987,0.006575093616579115,15.178159657221137,93.70502991619912,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.08175930560071261,0.011533031843249065,7.089142448572267,1.3494556998980737e-12,0.05915497855539085,0.10436363264603438,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,ew_spread_bp,47.56356458279655,16.157065444461058,2.943824467771914,0.0032418380759150173,15.89629821579624,79.23083094979687,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_enet_characteristics_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics,504,cap_spread_bp,53.39425544853419,20.454301148215777,2.6104170003966014,0.009043191352371959,13.30456186909499,93.48394902797338,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,rank_ic,0.08404619079521704,0.010588292510564392,7.937652904031558,2.0604296472532864e-15,0.06329351881673564,0.10479886277369843,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,ew_spread_bp,60.339115644280746,15.986919159816955,3.7742804001876,0.0001604701905946738,29.005329867286175,91.67290142127531,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ols_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ols,characteristics_core,504,cap_spread_bp,45.08096460359419,22.281352152315744,2.023259822627454,0.043046366843266966,1.4103168582013126,88.75161234898707,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.08528711216339704,0.011486721679766948,7.4248436186648705,1.1291324083405704e-13,0.0627735513706184,0.1078006729561757,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,59.939720496660854,16.067115387541357,3.73058380741691,0.0001910365814875003,28.448753001630482,91.43068799169123,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,45.14147277005243,21.651526862610357,2.084909441098422,0.03707752152667857,2.7052599090346234,87.57768563107024,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,rank_ic,0.0854675458082739,0.011614948210726325,7.358409547564336,1.8611430054006199e-13,0.06270266563295236,0.10823242598359543,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,58.6165265786465,15.957663146117323,3.6732525334017065,0.00023948259735039282,27.340081534834418,89.89297162245859,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,48.60109240000505,21.653306521923806,2.2445113567665436,0.024799519046388874,6.1613914708281285,91.04079332918198,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.08373834303661562,0.011409697118728848,7.339225762545474,2.1483296751302478e-13,0.06137574760939665,0.10610093846383459,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,57.74293046349293,15.798295083389526,3.655010250074667,0.00025717170289329716,26.778841082913253,88.70701984407262,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,57.87528831560431,20.83391632835793,2.7779361020485522,0.005470537492187646,17.041562655101806,98.7090139761068,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,rank_ic,0.08333129665218938,0.01142988040203941,7.290653420776017,3.084553248328949e-13,0.060929142716591944,0.10573345058778683,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,57.497388549306926,15.776479036598285,3.6445006782517475,0.0002679114291106041,26.576057834723116,88.41871926389074,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_lasso_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,51.88285629311787,20.938464526202306,2.477873018252694,0.013216817369683087,10.84421993019182,92.92149265604391,251,251,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2022
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.08382679974917731,0.011462943507167506,7.3128511622483705,2.6153265739837157e-13,0.06135984331831175,0.10629375618004287,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,57.703506849443734,15.767612270718333,3.6596223866186497,0.0002525871857980902,26.799554676643982,88.60745902224349,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,57.518019960094634,20.58079711404427,2.7947420909583975,0.005194113456810173,17.180398843441985,97.85564107674728,251,251,0,5,full,daily_rank,original,none,fixed504,union,raw,2022
ld3_enet_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics_core,504,rank_ic,0.06977980931733302,0.011074155064263966,6.301140711178119,2.9546300449528435e-10,0.0480748642321638,0.09148475440250224,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2014
ld3_enet_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics_core,504,ew_spread_bp,33.17408906101156,13.860911993976812,2.3933554354451703,0.01669505903879072,6.007200759937739,60.340977362085376,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2014
ld3_enet_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,enet,characteristics_core,504,cap_spread_bp,22.701915103474683,15.505199146398692,1.464148566498582,0.14315335985578187,-7.687716796587942,53.09154700353731,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2014
ld3_group_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.07191412820193831,0.011073352802946194,6.494340917486592,8.339770154257986e-11,0.05021075552005811,0.09361750088381851,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2014
ld3_group_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,group_ridge,characteristics_core,504,ew_spread_bp,36.46331578072366,14.451480801713803,2.52315428993266,0.011630735803267041,8.13893388609258,64.78769767535474,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2014
ld3_group_ridge_characteristics_core_full_raw_daily_rank_original_none_fixed504_union,group_ridge,characteristics_core,504,cap_spread_bp,31.483544726400424,14.23867801210025,2.2111283575374916,0.027026949736082568,3.576248635221564,59.39084081757929,252,252,0,5,full,daily_rank,original,none,fixed504,union,raw,2014
ld3_group_ridge_characteristics_core_full_raw_daily_rank_expanded_none_fixed504_union,group_ridge,characteristics_core,504,rank_ic,0.07208446582723928,0.011033154264748808,6.533441307673081,6.427538932731438e-11,0.050459880832457116,0.09370905082202144,252,252,0,5,full,daily_rank,expanded,none,fixed504,union,raw,2014
