family,comparison,model_id,benchmark_id,metric,family_size,observed_family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,period
incremental_social,all_given_characteristics,ols_characteristics_all_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,1.0,-3.44672704687842e-05,0.0005337468143417236,-0.06457606779591388,0.9485115400604273,-0.001080591803441549,0.0010116572625039808,2266,2266,0,21,raw,full
incremental_social,all_given_characteristics,ols_characteristics_all_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,1.0,-3.44672704687842e-05,0.0006710091787379948,-0.0513663174229729,0.9590336241285662,-0.0013496210940910536,0.0012806865531534853,2266,2266,0,63,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,7.642884970279037e-06,-0.004757043764256214,0.0008743462076458276,-5.440686678409149,5.30755900713822e-08,-0.006470730841261215,-0.003043356687251212,2266,2266,0,5,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,0.00015780414266704817,-0.004757043764256214,0.0009760854062315349,-4.873593779690019,1.0958621018545013e-06,-0.00667013600630517,-0.0028439515222072574,2266,2266,0,21,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,0.025984190110899662,-0.004757043764256214,0.0012702631939121877,-3.74492765519353,0.00018044576465902544,-0.00724671387521092,-0.002267373653301507,2266,2266,0,63,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,3.64695880313057e-05,-0.005071913348097864,0.0009838301239044709,-5.1552734815328165,2.532610279951785e-07,-0.007000184957856205,-0.0031436417383395223,2266,2266,0,5,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,0.0010595385985298104,-0.005071913348097864,0.001131349913251052,-4.483063364121531,7.357906934234794e-06,-0.007289318431982441,-0.0028545082642132875,2266,2266,0,21,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit504_val126,ols_characteristics_raw_fit504_val126,rank_ic,144,144,0.10289736872406349,-0.005071913348097864,0.0014988238539549376,-3.38392889512309,0.0007145650605837742,-0.008009554121019063,-0.002134272575176664,2266,2266,0,63,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,48,48,7.81673881625553e-42,0.033704841331188874,0.0024366855900633845,13.832248800844315,1.6284872533865687e-43,0.02892902533301691,0.03848065732936084,2266,2266,0,5,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,48,48,5.781914190830875e-42,0.033704841331188874,0.0024328741346523303,13.853919054470717,1.2045654564230988e-43,0.028936495648351258,0.038473187014026494,2266,2266,0,21,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit504_val126,ols_core_raw_fit504_val126,rank_ic,48,48,5.461971729265819e-38,0.033704841331188874,0.002557194779801999,13.180396580427324,1.137910776930379e-39,0.028692831661323123,0.038716851001054625,2266,2266,0,63,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,48,48,5.113732694251017e-45,0.034656538921019386,0.002415089695507032,14.35000074137763,1.0653609779689618e-46,0.029923050098391798,0.03939002774364697,2266,2266,0,5,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,48,48,1.407756792009493e-41,0.034656538921019386,0.0025131879882285715,13.789871304234252,2.9328266500197766e-43,0.029730780977712715,0.03958229686432606,2266,2266,0,21,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit504_val126,ols_all_raw_fit504_val126,rank_ic,48,48,8.395016411942926e-36,0.034656538921019386,0.0027086042601182506,12.794980585132201,1.7489617524881097e-37,0.029347772122815856,0.03996530571922292,2266,2266,0,63,raw,full
conditioning,characteristics_given_textcore,ols_characteristics_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,48,48,1.4306035711662712e-48,0.023544845245493457,0.0015794787117843594,14.906718950896472,2.980424106596398e-50,0.02044912385604839,0.026640566634938523,2266,2266,0,5,raw,full
conditioning,characteristics_given_textcore,ols_characteristics_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,48,48,9.164375594711941e-50,0.023544845245493457,0.0015603838693178022,15.089136531376239,1.909244915564988e-51,0.02048654905957331,0.026603141431413603,2266,2266,0,21,raw,full
conditioning,characteristics_given_textcore,ols_characteristics_textcore_raw_fit504_val126,ols_textcore_raw_fit504_val126,rank_ic,48,48,2.795632046662177e-47,0.023544845245493457,0.0016009423084206759,14.70686677568061,5.824233430546202e-49,0.020407055979662518,0.026682634511324396,2266,2266,0,63,raw,full
conditioning,characteristics_given_textall,ols_characteristics_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,48,48,3.813991306496914e-49,0.02347496581963505,0.001565545385630544,14.994752649844258,7.94581522186857e-51,0.020406553247636315,0.026543378391633787,2266,2266,0,5,raw,full
conditioning,characteristics_given_textall,ols_characteristics_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,48,48,7.663509615084287e-48,0.02347496581963505,0.0015867675014004314,14.794206333893769,1.5965645031425598e-49,0.020364958665051596,0.026584972974218506,2266,2266,0,21,raw,full
conditioning,characteristics_given_textall,ols_characteristics_textall_raw_fit504_val126,ols_textall_raw_fit504_val126,rank_ic,48,48,4.490648067859241e-44,0.02347496581963505,0.0016533378366490614,14.198529362403907,9.355516808040085e-46,0.020234483205525525,0.026715448433744578,2266,2266,0,63,raw,full
incremental_social,sentiment_given_characteristics,ols_characteristics_sentiment_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.001142231193663576,0.0006104275532469388,0.00013665247917090152,4.467006796733783,7.932161067108166e-06,0.0003425936156738619,0.0008782614908200157,2266,2266,0,5,raw,full
incremental_social,sentiment_given_characteristics,ols_characteristics_sentiment_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.0009062180450306984,0.0006104275532469388,0.00013516121731306619,4.516292212972901,6.293180868268739e-06,0.00034551643520673743,0.0008753386712871402,2266,2266,0,21,raw,full
incremental_social,sentiment_given_characteristics,ols_characteristics_sentiment_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.0009715891638301808,0.0006104275532469388,0.00013560497704154893,4.501512898452877,6.747146971042922e-06,0.000344646682121122,0.0008762084243727555,2266,2266,0,63,raw,full
